piece,material,grounded,massKg,support,released,removed,cx,cy,cz
2708,ClayBrick,0,2.7216,Falling,1,0,180.000,326.250,420.000
2709,ClayBrick,0,2.7216,Falling,1,0,202.500,326.250,420.000
2710,ClayBrick,0,2.7216,Falling,1,0,225.000,326.250,420.000
2711,ClayBrick,0,2.7216,Falling,1,0,247.500,326.250,420.000
2712,ClayBrick,0,2.7216,Falling,1,0,270.000,326.250,420.000
2713,ClayBrick,0,2.7216,Falling,1,0,292.500,326.250,420.000
2714,ClayBrick,0,2.7216,Falling,1,0,315.000,326.250,420.000
2715,ClayBrick,0,2.7216,Falling,1,0,337.500,326.250,420.000
2716,ClayBrick,0,2.7216,Falling,1,0,360.000,326.250,420.000
2717,ClayBrick,0,2.7216,Falling,1,0,382.500,326.250,420.000
2718,ClayBrick,0,2.7216,Falling,1,0,405.000,326.250,420.000
2719,ClayBrick,0,2.7216,Falling,1,0,427.500,326.250,420.000
2720,ClayBrick,0,2.7216,Falling,1,0,450.000,326.250,420.000
2721,ClayBrick,0,2.7216,Falling,1,0,472.500,326.250,420.000
2722,ClayBrick,0,2.7216,Falling,1,0,495.000,326.250,420.000
2723,ClayBrick,0,2.7216,Falling,1,0,517.500,326.250,420.000
2724,ClayBrick,0,2.7216,Falling,1,0,540.000,326.250,420.000
2725,ClayBrick,0,2.7216,Falling,1,0,562.500,326.250,420.000
2726,ClayBrick,0,2.7216,Falling,1,0,585.000,326.250,420.000
2727,ClayBrick,0,2.7216,Falling,1,0,607.500,326.250,420.000
2728,ClayBrick,0,2.7216,Falling,1,0,630.000,326.250,420.000
2729,ClayBrick,0,1.2975,Falling,1,0,0.000,326.250,427.500
2730,ClayBrick,0,2.7216,Falling,1,0,11.250,326.250,427.500
2731,ClayBrick,0,2.7216,Falling,1,0,33.750,326.250,427.500
2732,ClayBrick,0,2.7216,Falling,1,0,56.250,326.250,427.500
2733,ClayBrick,0,2.7216,Falling,1,0,78.750,326.250,427.500
2734,ClayBrick,0,2.7216,Falling,1,0,101.250,326.250,427.500
2735,ClayBrick,0,2.7216,Falling,1,0,123.750,326.250,427.500
2736,ClayBrick,0,2.7216,Falling,1,0,146.250,326.250,427.500
2737,ClayBrick,0,2.7216,Falling,1,0,168.750,326.250,427.500
2738,ClayBrick,0,2.7216,Falling,1,0,191.250,326.250,427.500
2739,ClayBrick,0,2.7216,Falling,1,0,213.750,326.250,427.500
2740,ClayBrick,0,2.7216,Falling,1,0,236.250,326.250,427.500
2741,ClayBrick,0,2.7216,Falling,1,0,258.750,326.250,427.500
2742,ClayBrick,0,2.7216,Falling,1,0,281.250,326.250,427.500
2743,ClayBrick,0,2.7216,Falling,1,0,303.750,326.250,427.500
2744,ClayBrick,0,2.7216,Falling,1,0,326.250,326.250,427.500
2745,ClayBrick,0,2.7216,Falling,1,0,348.750,326.250,427.500
2746,ClayBrick,0,2.7216,Falling,1,0,371.250,326.250,427.500
2747,ClayBrick,0,2.7216,Falling,1,0,393.750,326.250,427.500
2748,ClayBrick,0,2.7216,Falling,1,0,416.250,326.250,427.500
2749,ClayBrick,0,2.7216,Falling,1,0,438.750,326.250,427.500
2750,ClayBrick,0,2.7216,Falling,1,0,461.250,326.250,427.500
2751,ClayBrick,0,2.7216,Falling,1,0,483.750,326.250,427.500
2752,ClayBrick,0,2.7216,Falling,1,0,506.250,326.250,427.500
2753,ClayBrick,0,2.7216,Falling,1,0,528.750,326.250,427.500
2754,ClayBrick,0,2.7216,Falling,1,0,551.250,326.250,427.500
2755,ClayBrick,0,2.7216,Falling,1,0,573.750,326.250,427.500
2756,ClayBrick,0,2.7216,Falling,1,0,596.250,326.250,427.500
2757,ClayBrick,0,2.7216,Falling,1,0,618.750,326.250,427.500
2758,ClayBrick,0,1.2975,Falling,1,0,641.250,326.250,427.500
2759,ClayBrick,0,2.7216,Falling,1,0,0.000,326.250,435.000
2760,ClayBrick,0,2.7216,Falling,1,0,22.500,326.250,435.000
2761,ClayBrick,0,2.7216,Falling,1,0,45.000,326.250,435.000
2762,ClayBrick,0,2.7216,Falling,1,0,67.500,326.250,435.000
2763,ClayBrick,0,2.7216,Falling,1,0,90.000,326.250,435.000
2764,ClayBrick,0,2.7216,Falling,1,0,112.500,326.250,435.000
2765,ClayBrick,0,2.7216,Falling,1,0,135.000,326.250,435.000
2766,ClayBrick,0,2.7216,Falling,1,0,157.500,326.250,435.000
2767,ClayBrick,0,2.7216,Falling,1,0,180.000,326.250,435.000
2768,ClayBrick,0,2.7216,Falling,1,0,202.500,326.250,435.000
2769,ClayBrick,0,2.7216,Falling,1,0,225.000,326.250,435.000
2770,ClayBrick,0,2.7216,Falling,1,0,247.500,326.250,435.000
2771,ClayBrick,0,2.7216,Falling,1,0,270.000,326.250,435.000
2772,ClayBrick,0,2.7216,Falling,1,0,292.500,326.250,435.000
2773,ClayBrick,0,2.7216,Falling,1,0,315.000,326.250,435.000
2774,ClayBrick,0,2.7216,Falling,1,0,337.500,326.250,435.000
2775,ClayBrick,0,2.7216,Falling,1,0,360.000,326.250,435.000
2776,ClayBrick,0,2.7216,Falling,1,0,382.500,326.250,435.000
2777,ClayBrick,0,2.7216,Falling,1,0,405.000,326.250,435.000
2778,ClayBrick,0,2.7216,Falling,1,0,427.500,326.250,435.000
2779,ClayBrick,0,2.7216,Falling,1,0,450.000,326.250,435.000
2780,ClayBrick,0,2.7216,Falling,1,0,472.500,326.250,435.000
2781,ClayBrick,0,2.7216,Falling,1,0,495.000,326.250,435.000
2782,ClayBrick,0,2.7216,Falling,1,0,517.500,326.250,435.000
2783,ClayBrick,0,2.7216,Falling,1,0,540.000,326.250,435.000
2784,ClayBrick,0,2.7216,Falling,1,0,562.500,326.250,435.000
2785,ClayBrick,0,2.7216,Falling,1,0,585.000,326.250,435.000
2786,ClayBrick,0,2.7216,Falling,1,0,607.500,326.250,435.000
2787,ClayBrick,0,2.7216,Falling,1,0,630.000,326.250,435.000
2788,ClayBrick,0,1.2975,Falling,1,0,0.000,326.250,442.500
2789,ClayBrick,0,2.7216,Falling,1,0,11.250,326.250,442.500
2790,ClayBrick,0,2.7216,Falling,1,0,33.750,326.250,442.500
2791,ClayBrick,0,2.7216,Falling,1,0,56.250,326.250,442.500
2792,ClayBrick,0,2.7216,Falling,1,0,78.750,326.250,442.500
2793,ClayBrick,0,2.7216,Falling,1,0,101.250,326.250,442.500
2794,ClayBrick,0,2.7216,Falling,1,0,123.750,326.250,442.500
2795,ClayBrick,0,2.7216,Falling,1,0,146.250,326.250,442.500
2796,ClayBrick,0,2.7216,Falling,1,0,168.750,326.250,442.500
2797,ClayBrick,0,2.7216,Falling,1,0,191.250,326.250,442.500
2798,ClayBrick,0,2.7216,Falling,1,0,213.750,326.250,442.500
2799,ClayBrick,0,2.7216,Falling,1,0,236.250,326.250,442.500
2800,ClayBrick,0,2.7216,Falling,1,0,258.750,326.250,442.500
2801,ClayBrick,0,2.7216,Falling,1,0,281.250,326.250,442.500
2802,ClayBrick,0,2.7216,Falling,1,0,303.750,326.250,442.500
2803,ClayBrick,0,2.7216,Falling,1,0,326.250,326.250,442.500
2804,ClayBrick,0,2.7216,Falling,1,0,348.750,326.250,442.500
2805,ClayBrick,0,2.7216,Falling,1,0,371.250,326.250,442.500
2806,ClayBrick,0,2.7216,Falling,1,0,393.750,326.250,442.500
2807,ClayBrick,0,2.7216,Falling,1,0,416.250,326.250,442.500
2808,ClayBrick,0,2.7216,Falling,1,0,438.750,326.250,442.500
2809,ClayBrick,0,2.7216,Falling,1,0,461.250,326.250,442.500
2810,ClayBrick,0,2.7216,Falling,1,0,483.750,326.250,442.500
2811,ClayBrick,0,2.7216,Falling,1,0,506.250,326.250,442.500
2812,ClayBrick,0,2.7216,Falling,1,0,528.750,326.250,442.500
2813,ClayBrick,0,2.7216,Falling,1,0,551.250,326.250,442.500
2814,ClayBrick,0,2.7216,Falling,1,0,573.750,326.250,442.500
2815,ClayBrick,0,2.7216,Falling,1,0,596.250,326.250,442.500
2816,ClayBrick,0,2.7216,Falling,1,0,618.750,326.250,442.500
2817,ClayBrick,0,1.2975,Falling,1,0,641.250,326.250,442.500
2818,ClayBrick,0,2.7216,Falling,1,0,0.000,326.250,450.000
2819,ClayBrick,0,2.7216,Falling,1,0,22.500,326.250,450.000
2820,ClayBrick,0,2.7216,Falling,1,0,45.000,326.250,450.000
2821,ClayBrick,0,2.7216,Falling,1,0,67.500,326.250,450.000
2822,ClayBrick,0,2.7216,Falling,1,0,90.000,326.250,450.000
2823,ClayBrick,0,2.7216,Falling,1,0,112.500,326.250,450.000
2824,ClayBrick,0,2.7216,Falling,1,0,135.000,326.250,450.000
2825,ClayBrick,0,2.7216,Falling,1,0,157.500,326.250,450.000
2826,ClayBrick,0,2.7216,Falling,1,0,180.000,326.250,450.000
2827,ClayBrick,0,2.7216,Falling,1,0,202.500,326.250,450.000
2828,ClayBrick,0,2.7216,Falling,1,0,225.000,326.250,450.000
2829,ClayBrick,0,2.7216,Falling,1,0,247.500,326.250,450.000
2830,ClayBrick,0,2.7216,Falling,1,0,270.000,326.250,450.000
2831,ClayBrick,0,2.7216,Falling,1,0,292.500,326.250,450.000
2832,ClayBrick,0,2.7216,Falling,1,0,315.000,326.250,450.000
2833,ClayBrick,0,2.7216,Falling,1,0,337.500,326.250,450.000
2834,ClayBrick,0,2.7216,Falling,1,0,360.000,326.250,450.000
2835,ClayBrick,0,2.7216,Falling,1,0,382.500,326.250,450.000
2836,ClayBrick,0,2.7216,Falling,1,0,405.000,326.250,450.000
2837,ClayBrick,0,2.7216,Falling,1,0,427.500,326.250,450.000
2838,ClayBrick,0,2.7216,Falling,1,0,450.000,326.250,450.000
2839,ClayBrick,0,2.7216,Falling,1,0,472.500,326.250,450.000
2840,ClayBrick,0,2.7216,Falling,1,0,495.000,326.250,450.000
2841,ClayBrick,0,2.7216,Falling,1,0,517.500,326.250,450.000
2842,ClayBrick,0,2.7216,Falling,1,0,540.000,326.250,450.000
2843,ClayBrick,0,2.7216,Falling,1,0,562.500,326.250,450.000
2844,ClayBrick,0,2.7216,Falling,1,0,585.000,326.250,450.000
2845,ClayBrick,0,2.7216,Falling,1,0,607.500,326.250,450.000
2846,ClayBrick,0,2.7216,Falling,1,0,630.000,326.250,450.000
2847,ClayBrick,0,1.2975,Falling,1,0,0.000,326.250,457.500
2848,ClayBrick,0,2.7216,Falling,1,0,11.250,326.250,457.500
2849,ClayBrick,0,2.7216,Falling,1,0,33.750,326.250,457.500
2850,ClayBrick,0,2.7216,Falling,1,0,56.250,326.250,457.500
2851,ClayBrick,0,2.7216,Falling,1,0,78.750,326.250,457.500
2852,ClayBrick,0,2.7216,Falling,1,0,101.250,326.250,457.500
2853,ClayBrick,0,2.7216,Falling,1,0,123.750,326.250,457.500
2854,ClayBrick,0,2.7216,Falling,1,0,146.250,326.250,457.500
2855,ClayBrick,0,2.7216,Falling,1,0,168.750,326.250,457.500
2856,ClayBrick,0,2.7216,Falling,1,0,191.250,326.250,457.500
2857,ClayBrick,0,2.7216,Falling,1,0,213.750,326.250,457.500
2858,ClayBrick,0,2.7216,Falling,1,0,236.250,326.250,457.500
2859,ClayBrick,0,2.7216,Falling,1,0,258.750,326.250,457.500
2860,ClayBrick,0,2.7216,Falling,1,0,281.250,326.250,457.500
2861,ClayBrick,0,2.7216,Falling,1,0,303.750,326.250,457.500
2862,ClayBrick,0,2.7216,Falling,1,0,326.250,326.250,457.500
2863,ClayBrick,0,2.7216,Falling,1,0,348.750,326.250,457.500
2864,ClayBrick,0,2.7216,Falling,1,0,371.250,326.250,457.500
2865,ClayBrick,0,2.7216,Falling,1,0,393.750,326.250,457.500
2866,ClayBrick,0,2.7216,Falling,1,0,416.250,326.250,457.500
2867,ClayBrick,0,2.7216,Falling,1,0,438.750,326.250,457.500
2868,ClayBrick,0,2.7216,Falling,1,0,461.250,326.250,457.500
2869,ClayBrick,0,2.7216,Falling,1,0,483.750,326.250,457.500
2870,ClayBrick,0,2.7216,Falling,1,0,506.250,326.250,457.500
2871,ClayBrick,0,2.7216,Falling,1,0,528.750,326.250,457.500
2872,ClayBrick,0,2.7216,Falling,1,0,551.250,326.250,457.500
2873,ClayBrick,0,2.7216,Falling,1,0,573.750,326.250,457.500
2874,ClayBrick,0,2.7216,Falling,1,0,596.250,326.250,457.500
2875,ClayBrick,0,2.7216,Falling,1,0,618.750,326.250,457.500
2876,ClayBrick,0,1.2975,Falling,1,0,641.250,326.250,457.500
2877,StructuralConcrete,0,22.5456,Falling,1,0,0.000,326.250,465.000
2878,StructuralConcrete,0,22.5456,Falling,1,0,45.000,326.250,465.000
2879,StructuralConcrete,0,22.5456,Falling,1,0,90.000,326.250,465.000
2880,StructuralConcrete,0,22.5456,Falling,1,0,135.000,326.250,465.000
2881,StructuralConcrete,0,22.5456,Falling,1,0,180.000,326.250,465.000
2882,StructuralConcrete,0,22.5456,Falling,1,0,225.000,326.250,465.000
2883,StructuralConcrete,0,22.5456,Falling,1,0,270.000,326.250,465.000
2884,StructuralConcrete,0,22.5456,Falling,1,0,315.000,326.250,465.000
2885,StructuralConcrete,0,22.5456,Falling,1,0,360.000,326.250,465.000
2886,StructuralConcrete,0,22.5456,Falling,1,0,405.000,326.250,465.000
2887,StructuralConcrete,0,22.5456,Falling,1,0,450.000,326.250,465.000
2888,StructuralConcrete,0,22.5456,Falling,1,0,495.000,326.250,465.000
2889,StructuralConcrete,0,22.5456,Falling,1,0,540.000,326.250,465.000
2890,StructuralConcrete,0,22.5456,Falling,1,0,585.000,326.250,465.000
2891,StructuralConcrete,0,11.0166,Falling,1,0,630.000,326.250,465.000
2892,StructuralConcrete,1,15.1536,Grounded,0,0,0.000,11.250,-0.000
2893,StructuralConcrete,1,15.1536,Grounded,0,0,0.000,56.250,-0.000
2894,StructuralConcrete,1,15.1536,Grounded,0,0,0.000,101.250,-0.000
2895,StructuralConcrete,1,15.1536,Grounded,0,0,0.000,146.250,-0.000
2896,StructuralConcrete,1,15.1536,Grounded,0,0,0.000,191.250,-0.000
2897,StructuralConcrete,1,15.1536,Grounded,0,0,0.000,236.250,-0.000
2898,StructuralConcrete,1,15.1536,Grounded,0,0,0.000,281.250,-0.000
2899,ClayBrick,0,2.7216,Supported,0,0,0.000,11.250,15.000
2900,ClayBrick,0,2.7216,Supported,0,0,0.000,33.750,15.000
2901,ClayBrick,0,2.7216,Supported,0,0,0.000,56.250,15.000
2902,ClayBrick,0,2.7216,Supported,0,0,0.000,78.750,15.000
2903,ClayBrick,0,2.7216,Supported,0,0,0.000,101.250,15.000
2904,ClayBrick,0,2.7216,Supported,0,0,0.000,123.750,15.000
2905,ClayBrick,0,2.7216,Supported,0,0,0.000,146.250,15.000
2906,ClayBrick,0,2.7216,Supported,0,0,0.000,168.750,15.000
2907,ClayBrick,0,2.7216,Supported,0,0,0.000,191.250,15.000
2908,ClayBrick,0,2.7216,Supported,0,0,0.000,213.750,15.000
2909,ClayBrick,0,2.7216,Supported,0,0,0.000,236.250,15.000
2910,ClayBrick,0,2.7216,Supported,0,0,0.000,258.750,15.000
2911,ClayBrick,0,2.7216,Supported,0,0,0.000,281.250,15.000
2912,ClayBrick,0,2.7216,Supported,0,0,0.000,303.750,15.000
2913,ClayBrick,0,1.2975,Supported,0,0,0.000,11.250,22.500
2914,ClayBrick,0,2.7216,Supported,0,0,0.000,22.500,22.500
2915,ClayBrick,0,2.7216,Supported,0,0,0.000,45.000,22.500
2916,ClayBrick,0,2.7216,Supported,0,0,0.000,67.500,22.500
2917,ClayBrick,0,2.7216,Supported,0,0,0.000,90.000,22.500
2918,ClayBrick,0,2.7216,Supported,0,0,0.000,112.500,22.500
2919,ClayBrick,0,2.7216,Supported,0,0,0.000,135.000,22.500
2920,ClayBrick,0,2.7216,Supported,0,0,0.000,157.500,22.500
2921,ClayBrick,0,2.7216,Supported,0,0,0.000,180.000,22.500
2922,ClayBrick,0,2.7216,Supported,0,0,0.000,202.500,22.500
2923,ClayBrick,0,2.7216,Supported,0,0,0.000,225.000,22.500
2924,ClayBrick,0,2.7216,Supported,0,0,0.000,247.500,22.500
2925,ClayBrick,0,2.7216,Supported,0,0,0.000,270.000,22.500
2926,ClayBrick,0,2.7216,Supported,0,0,0.000,292.500,22.500
2927,ClayBrick,0,1.2975,Supported,0,0,0.000,315.000,22.500
2928,ClayBrick,0,2.7216,Supported,0,0,0.000,11.250,30.000
2929,ClayBrick,0,2.7216,Supported,0,0,0.000,33.750,30.000
2930,ClayBrick,0,2.7216,Supported,0,0,0.000,56.250,30.000
2931,ClayBrick,0,2.7216,Supported,0,0,0.000,78.750,30.000
2932,ClayBrick,0,2.7216,Supported,0,0,0.000,101.250,30.000
2933,ClayBrick,0,2.7216,Supported,0,0,0.000,123.750,30.000
2934,ClayBrick,0,2.7216,Supported,0,0,0.000,146.250,30.000
2935,ClayBrick,0,2.7216,Supported,0,0,0.000,168.750,30.000
2936,ClayBrick,0,2.7216,Supported,0,0,0.000,191.250,30.000
2937,ClayBrick,0,2.7216,Supported,0,0,0.000,213.750,30.000
2938,ClayBrick,0,2.7216,Supported,0,0,0.000,236.250,30.000
2939,ClayBrick,0,2.7216,Supported,0,0,0.000,258.750,30.000
2940,ClayBrick,0,2.7216,Supported,0,0,0.000,281.250,30.000
2941,ClayBrick,0,2.7216,Supported,0,0,0.000,303.750,30.000
2942,ClayBrick,0,1.2975,Supported,0,0,0.000,11.250,37.500
2943,ClayBrick,0,2.7216,Supported,0,0,0.000,22.500,37.500
2944,ClayBrick,0,2.7216,Supported,0,0,0.000,45.000,37.500
2945,ClayBrick,0,2.7216,Supported,0,0,0.000,67.500,37.500
2946,ClayBrick,0,2.7216,Supported,0,0,0.000,90.000,37.500
2947,ClayBrick,0,2.7216,Supported,0,0,0.000,112.500,37.500
2948,ClayBrick,0,2.7216,Supported,0,0,0.000,135.000,37.500
2949,ClayBrick,0,2.7216,Supported,0,0,0.000,157.500,37.500
2950,ClayBrick,0,2.7216,Supported,0,0,0.000,180.000,37.500
2951,ClayBrick,0,2.7216,Supported,0,0,0.000,202.500,37.500
2952,ClayBrick,0,2.7216,Supported,0,0,0.000,225.000,37.500
2953,ClayBrick,0,2.7216,Supported,0,0,0.000,247.500,37.500
2954,ClayBrick,0,2.7216,Supported,0,0,0.000,270.000,37.500
2955,ClayBrick,0,2.7216,Supported,0,0,0.000,292.500,37.500
2956,ClayBrick,0,1.2975,Supported,0,0,0.000,315.000,37.500
2957,ClayBrick,0,2.7216,Supported,0,0,0.000,11.250,45.000
2958,ClayBrick,0,2.7216,Supported,0,0,0.000,33.750,45.000
2959,ClayBrick,0,2.7216,Supported,0,0,0.000,56.250,45.000
2960,ClayBrick,0,2.7216,Supported,0,0,0.000,78.750,45.000
2961,ClayBrick,0,2.7216,Supported,0,0,0.000,101.250,45.000
2962,ClayBrick,0,2.7216,Supported,0,0,0.000,123.750,45.000
2963,ClayBrick,0,2.7216,Supported,0,0,0.000,146.250,45.000
2964,ClayBrick,0,2.7216,Supported,0,0,0.000,168.750,45.000
2965,ClayBrick,0,2.7216,Supported,0,0,0.000,191.250,45.000
2966,ClayBrick,0,2.7216,Supported,0,0,0.000,213.750,45.000
2967,ClayBrick,0,2.7216,Supported,0,0,0.000,236.250,45.000
2968,ClayBrick,0,2.7216,Supported,0,0,0.000,258.750,45.000
2969,ClayBrick,0,2.7216,Supported,0,0,0.000,281.250,45.000
2970,ClayBrick,0,2.7216,Supported,0,0,0.000,303.750,45.000
2971,ClayBrick,0,1.2975,Supported,0,0,0.000,11.250,52.500
2972,ClayBrick,0,2.7216,Supported,0,0,0.000,22.500,52.500
2973,ClayBrick,0,2.7216,Supported,0,0,0.000,45.000,52.500
2974,ClayBrick,0,2.7216,Supported,0,0,0.000,135.000,52.500
2975,ClayBrick,0,2.7216,Supported,0,0,0.000,157.500,52.500
2976,ClayBrick,0,2.7216,Supported,0,0,0.000,180.000,52.500
2977,ClayBrick,0,2.7216,Supported,0,0,0.000,270.000,52.500
2978,ClayBrick,0,2.7216,Supported,0,0,0.000,292.500,52.500
2979,ClayBrick,0,1.2975,Supported,0,0,0.000,315.000,52.500
2980,StructuralConcrete,0,10.6333,Supported,0,0,0.000,67.500,52.500
2981,StructuralConcrete,0,10.6333,Supported,0,0,0.000,202.500,52.500
2982,ClayBrick,0,2.7216,Supported,0,0,0.000,11.250,60.000
2983,ClayBrick,0,2.7216,Supported,0,0,0.000,33.750,60.000
2984,ClayBrick,0,2.7216,Supported,0,0,0.000,56.250,60.000
2985,ClayBrick,0,2.7216,Supported,0,0,0.000,123.750,60.000
2986,ClayBrick,0,2.7216,Supported,0,0,0.000,146.250,60.000
2987,ClayBrick,0,2.7216,Supported,0,0,0.000,168.750,60.000
2988,ClayBrick,0,2.7216,Supported,0,0,0.000,191.250,60.000
2989,ClayBrick,0,2.7216,Supported,0,0,0.000,258.750,60.000
2990,ClayBrick,0,2.7216,Supported,0,0,0.000,281.250,60.000
2991,ClayBrick,0,2.7216,Supported,0,0,0.000,303.750,60.000
2992,ClayBrick,0,1.2975,Supported,0,0,0.000,11.250,67.500
2993,ClayBrick,0,2.7216,Supported,0,0,0.000,22.500,67.500
2994,ClayBrick,0,2.7216,Supported,0,0,0.000,45.000,67.500
2995,ClayBrick,0,1.2975,Supported,0,0,0.000,67.500,67.500
2996,ClayBrick,0,1.2975,Supported,0,0,0.000,123.750,67.500
2997,ClayBrick,0,2.7216,Supported,0,0,0.000,135.000,67.500
2998,ClayBrick,0,2.7216,Supported,0,0,0.000,157.500,67.500
2999,ClayBrick,0,2.7216,Supported,0,0,0.000,180.000,67.500
3000,ClayBrick,0,1.2975,Supported,0,0,0.000,202.500,67.500
3001,ClayBrick,0,1.2975,Supported,0,0,0.000,258.750,67.500
3002,ClayBrick,0,2.7216,Supported,0,0,0.000,270.000,67.500
3003,ClayBrick,0,2.7216,Supported,0,0,0.000,292.500,67.500
3004,ClayBrick,0,1.2975,Supported,0,0,0.000,315.000,67.500
3005,ClayBrick,0,2.7216,Supported,0,0,0.000,11.250,75.000
3006,ClayBrick,0,2.7216,Supported,0,0,0.000,33.750,75.000
3007,ClayBrick,0,2.7216,Supported,0,0,0.000,56.250,75.000
3008,ClayBrick,0,2.7216,Supported,0,0,0.000,123.750,75.000
3009,ClayBrick,0,2.7216,Supported,0,0,0.000,146.250,75.000
3010,ClayBrick,0,2.7216,Supported,0,0,0.000,168.750,75.000
3011,ClayBrick,0,2.7216,Supported,0,0,0.000,191.250,75.000
3012,ClayBrick,0,2.7216,Supported,0,0,0.000,258.750,75.000
3013,ClayBrick,0,2.7216,Supported,0,0,0.000,281.250,75.000
3014,ClayBrick,0,2.7216,Supported,0,0,0.000,303.750,75.000
3015,ClayBrick,0,1.2975,Supported,0,0,0.000,11.250,82.500
3016,ClayBrick,0,2.7216,Supported,0,0,0.000,22.500,82.500
3017,ClayBrick,0,2.7216,Supported,0,0,0.000,45.000,82.500
3018,ClayBrick,0,1.2975,Supported,0,0,0.000,67.500,82.500
3019,ClayBrick,0,1.2975,Supported,0,0,0.000,123.750,82.500
3020,ClayBrick,0,2.7216,Supported,0,0,0.000,135.000,82.500
3021,ClayBrick,0,2.7216,Supported,0,0,0.000,157.500,82.500
3022,ClayBrick,0,2.7216,Supported,0,0,0.000,180.000,82.500
3023,ClayBrick,0,1.2975,Supported,0,0,0.000,202.500,82.500
3024,ClayBrick,0,1.2975,Supported,0,0,0.000,258.750,82.500
3025,ClayBrick,0,2.7216,Supported,0,0,0.000,270.000,82.500
3026,ClayBrick,0,2.7216,Supported,0,0,0.000,292.500,82.500
3027,ClayBrick,0,1.2975,Supported,0,0,0.000,315.000,82.500
3028,ClayBrick,0,2.7216,Supported,0,0,0.000,11.250,90.000
3029,ClayBrick,0,2.7216,Supported,0,0,0.000,33.750,90.000
3030,ClayBrick,0,2.7216,Supported,0,0,0.000,56.250,90.000
3031,ClayBrick,0,2.7216,Supported,0,0,0.000,123.750,90.000
3032,ClayBrick,0,2.7216,Supported,0,0,0.000,146.250,90.000
3033,ClayBrick,0,2.7216,Supported,0,0,0.000,168.750,90.000
3034,ClayBrick,0,2.7216,Supported,0,0,0.000,191.250,90.000
3035,ClayBrick,0,2.7216,Supported,0,0,0.000,258.750,90.000
3036,ClayBrick,0,2.7216,Supported,0,0,0.000,281.250,90.000
3037,ClayBrick,0,2.7216,Supported,0,0,0.000,303.750,90.000
3038,ClayBrick,0,1.2975,Supported,0,0,0.000,11.250,97.500
3039,ClayBrick,0,2.7216,Supported,0,0,0.000,22.500,97.500
3040,ClayBrick,0,2.7216,Supported,0,0,0.000,45.000,97.500
3041,ClayBrick,0,1.2975,Supported,0,0,0.000,67.500,97.500
3042,ClayBrick,0,1.2975,Supported,0,0,0.000,123.750,97.500
3043,ClayBrick,0,2.7216,Supported,0,0,0.000,135.000,97.500
3044,ClayBrick,0,2.7216,Supported,0,0,0.000,157.500,97.500
3045,ClayBrick,0,2.7216,Supported,0,0,0.000,180.000,97.500
3046,ClayBrick,0,1.2975,Supported,0,0,0.000,202.500,97.500
3047,ClayBrick,0,1.2975,Supported,0,0,0.000,258.750,97.500
3048,ClayBrick,0,2.7216,Supported,0,0,0.000,270.000,97.500
3049,ClayBrick,0,2.7216,Supported,0,0,0.000,292.500,97.500
3050,ClayBrick,0,1.2975,Supported,0,0,0.000,315.000,97.500
3051,ClayBrick,0,2.7216,Supported,0,0,0.000,11.250,105.000
3052,ClayBrick,0,2.7216,Supported,0,0,0.000,33.750,105.000
3053,ClayBrick,0,2.7216,Supported,0,0,0.000,56.250,105.000
3054,ClayBrick,0,2.7216,Supported,0,0,0.000,123.750,105.000
3055,ClayBrick,0,2.7216,Supported,0,0,0.000,146.250,105.000
3056,ClayBrick,0,2.7216,Supported,0,0,0.000,168.750,105.000
3057,ClayBrick,0,2.7216,Supported,0,0,0.000,191.250,105.000
3058,ClayBrick,0,2.7216,Supported,0,0,0.000,258.750,105.000
3059,ClayBrick,0,2.7216,Supported,0,0,0.000,281.250,105.000
3060,ClayBrick,0,2.7216,Supported,0,0,0.000,303.750,105.000
3061,ClayBrick,0,1.2975,Supported,0,0,0.000,11.250,112.500
3062,ClayBrick,0,2.7216,Supported,0,0,0.000,22.500,112.500
3063,ClayBrick,0,2.7216,Supported,0,0,0.000,45.000,112.500
3064,ClayBrick,0,1.2975,Supported,0,0,0.000,67.500,112.500
3065,ClayBrick,0,1.2975,Supported,0,0,0.000,123.750,112.500
3066,ClayBrick,0,2.7216,Supported,0,0,0.000,135.000,112.500
3067,ClayBrick,0,2.7216,Supported,0,0,0.000,157.500,112.500
3068,ClayBrick,0,2.7216,Supported,0,0,0.000,180.000,112.500
3069,ClayBrick,0,1.2975,Supported,0,0,0.000,202.500,112.500
3070,ClayBrick,0,1.2975,Supported,0,0,0.000,258.750,112.500
3071,ClayBrick,0,2.7216,Supported,0,0,0.000,270.000,112.500
3072,ClayBrick,0,2.7216,Supported,0,0,0.000,292.500,112.500
3073,ClayBrick,0,1.2975,Supported,0,0,0.000,315.000,112.500
3074,ClayBrick,0,2.7216,Supported,0,0,0.000,11.250,120.000
3075,ClayBrick,0,2.7216,Supported,0,0,0.000,33.750,120.000
3076,ClayBrick,0,2.7216,Supported,0,0,0.000,56.250,120.000
3077,ClayBrick,0,2.7216,Supported,0,0,0.000,123.750,120.000
3078,ClayBrick,0,2.7216,Supported,0,0,0.000,146.250,120.000
3079,ClayBrick,0,2.7216,Supported,0,0,0.000,168.750,120.000
3080,ClayBrick,0,2.7216,Supported,0,0,0.000,191.250,120.000
3081,ClayBrick,0,2.7216,Supported,0,0,0.000,258.750,120.000
3082,ClayBrick,0,2.7216,Supported,0,0,0.000,281.250,120.000
