piece,material,grounded,massKg,support,released,removed,cx,cy,cz
1625,ClayBrick,0,2.7216,Supported,0,0,596.250,326.250,52.500
1626,ClayBrick,0,2.7216,Supported,0,0,618.750,326.250,52.500
1627,ClayBrick,0,1.2975,Supported,0,0,641.250,326.250,52.500
1628,StructuralConcrete,0,10.6333,Supported,0,0,67.500,326.250,52.500
1629,StructuralConcrete,0,10.6333,Supported,0,0,180.000,326.250,52.500
1630,StructuralConcrete,0,10.6333,Supported,0,0,292.500,326.250,52.500
1631,StructuralConcrete,0,10.6333,Supported,0,0,405.000,326.250,52.500
1632,StructuralConcrete,0,10.6333,Supported,0,0,517.500,326.250,52.500
1633,ClayBrick,0,2.7216,Supported,0,0,0.000,326.250,60.000
1634,ClayBrick,0,2.7216,Supported,0,0,22.500,326.250,60.000
1635,ClayBrick,0,2.7216,Supported,0,0,45.000,326.250,60.000
1636,ClayBrick,0,1.2975,Supported,0,0,67.500,326.250,60.000
1637,ClayBrick,0,1.2975,Supported,0,0,123.750,326.250,60.000
1638,ClayBrick,0,2.7216,Supported,0,0,135.000,326.250,60.000
1639,ClayBrick,0,2.7216,Supported,0,0,157.500,326.250,60.000
1640,ClayBrick,0,1.2975,Supported,0,0,180.000,326.250,60.000
1641,ClayBrick,0,1.2975,Supported,0,0,236.250,326.250,60.000
1642,ClayBrick,0,2.7216,Supported,0,0,247.500,326.250,60.000
1643,ClayBrick,0,2.7216,Supported,0,0,270.000,326.250,60.000
1644,ClayBrick,0,1.2975,Supported,0,0,292.500,326.250,60.000
1645,ClayBrick,0,1.2975,Supported,0,0,348.750,326.250,60.000
1646,ClayBrick,0,2.7216,Supported,0,0,360.000,326.250,60.000
1647,ClayBrick,0,2.7216,Supported,0,0,382.500,326.250,60.000
1648,ClayBrick,0,1.2975,Supported,0,0,405.000,326.250,60.000
1649,ClayBrick,0,1.2975,Supported,0,0,461.250,326.250,60.000
1650,ClayBrick,0,2.7216,Supported,0,0,472.500,326.250,60.000
1651,ClayBrick,0,2.7216,Supported,0,0,495.000,326.250,60.000
1652,ClayBrick,0,1.2975,Supported,0,0,517.500,326.250,60.000
1653,ClayBrick,0,1.2975,Supported,0,0,573.750,326.250,60.000
1654,ClayBrick,0,2.7216,Supported,0,0,585.000,326.250,60.000
1655,ClayBrick,0,2.7216,Supported,0,0,607.500,326.250,60.000
1656,ClayBrick,0,2.7216,Supported,0,0,630.000,326.250,60.000
1657,ClayBrick,0,1.2975,Supported,0,0,0.000,326.250,67.500
1658,ClayBrick,0,2.7216,Supported,0,0,11.250,326.250,67.500
1659,ClayBrick,0,2.7216,Supported,0,0,33.750,326.250,67.500
1660,ClayBrick,0,2.7216,Supported,0,0,56.250,326.250,67.500
1661,ClayBrick,0,2.7216,Supported,0,0,123.750,326.250,67.500
1662,ClayBrick,0,2.7216,Supported,0,0,146.250,326.250,67.500
1663,ClayBrick,0,2.7216,Supported,0,0,168.750,326.250,67.500
1664,ClayBrick,0,2.7216,Supported,0,0,236.250,326.250,67.500
1665,ClayBrick,0,2.7216,Supported,0,0,258.750,326.250,67.500
1666,ClayBrick,0,2.7216,Supported,0,0,281.250,326.250,67.500
1667,ClayBrick,0,2.7216,Supported,0,0,348.750,326.250,67.500
1668,ClayBrick,0,2.7216,Supported,0,0,371.250,326.250,67.500
1669,ClayBrick,0,2.7216,Supported,0,0,393.750,326.250,67.500
1670,ClayBrick,0,2.7216,Supported,0,0,461.250,326.250,67.500
1671,ClayBrick,0,2.7216,Supported,0,0,483.750,326.250,67.500
1672,ClayBrick,0,2.7216,Supported,0,0,506.250,326.250,67.500
1673,ClayBrick,0,2.7216,Supported,0,0,573.750,326.250,67.500
1674,ClayBrick,0,2.7216,Supported,0,0,596.250,326.250,67.500
1675,ClayBrick,0,2.7216,Supported,0,0,618.750,326.250,67.500
1676,ClayBrick,0,1.2975,Supported,0,0,641.250,326.250,67.500
1677,ClayBrick,0,2.7216,Supported,0,0,0.000,326.250,75.000
1678,ClayBrick,0,2.7216,Supported,0,0,22.500,326.250,75.000
1679,ClayBrick,0,2.7216,Supported,0,0,45.000,326.250,75.000
1680,ClayBrick,0,1.2975,Supported,0,0,67.500,326.250,75.000
1681,ClayBrick,0,1.2975,Supported,0,0,123.750,326.250,75.000
1682,ClayBrick,0,2.7216,Supported,0,0,135.000,326.250,75.000
1683,ClayBrick,0,2.7216,Supported,0,0,157.500,326.250,75.000
1684,ClayBrick,0,1.2975,Supported,0,0,180.000,326.250,75.000
1685,ClayBrick,0,1.2975,Supported,0,0,236.250,326.250,75.000
1686,ClayBrick,0,2.7216,Supported,0,0,247.500,326.250,75.000
1687,ClayBrick,0,2.7216,Supported,0,0,270.000,326.250,75.000
1688,ClayBrick,0,1.2975,Supported,0,0,292.500,326.250,75.000
1689,ClayBrick,0,1.2975,Supported,0,0,348.750,326.250,75.000
1690,ClayBrick,0,2.7216,Supported,0,0,360.000,326.250,75.000
1691,ClayBrick,0,2.7216,Supported,0,0,382.500,326.250,75.000
1692,ClayBrick,0,1.2975,Supported,0,0,405.000,326.250,75.000
1693,ClayBrick,0,1.2975,Supported,0,0,461.250,326.250,75.000
1694,ClayBrick,0,2.7216,Supported,0,0,472.500,326.250,75.000
1695,ClayBrick,0,2.7216,Supported,0,0,495.000,326.250,75.000
1696,ClayBrick,0,1.2975,Supported,0,0,517.500,326.250,75.000
1697,ClayBrick,0,1.2975,Supported,0,0,573.750,326.250,75.000
1698,ClayBrick,0,2.7216,Supported,0,0,585.000,326.250,75.000
1699,ClayBrick,0,2.7216,Supported,0,0,607.500,326.250,75.000
1700,ClayBrick,0,2.7216,Supported,0,0,630.000,326.250,75.000
1701,ClayBrick,0,1.2975,Supported,0,0,0.000,326.250,82.500
1702,ClayBrick,0,2.7216,Supported,0,0,11.250,326.250,82.500
1703,ClayBrick,0,2.7216,Supported,0,0,33.750,326.250,82.500
1704,ClayBrick,0,2.7216,Supported,0,0,56.250,326.250,82.500
1705,ClayBrick,0,2.7216,Supported,0,0,123.750,326.250,82.500
1706,ClayBrick,0,2.7216,Supported,0,0,146.250,326.250,82.500
1707,ClayBrick,0,2.7216,Supported,0,0,168.750,326.250,82.500
1708,ClayBrick,0,2.7216,Supported,0,0,236.250,326.250,82.500
1709,ClayBrick,0,2.7216,Supported,0,0,258.750,326.250,82.500
1710,ClayBrick,0,2.7216,Supported,0,0,281.250,326.250,82.500
1711,ClayBrick,0,2.7216,Supported,0,0,348.750,326.250,82.500
1712,ClayBrick,0,2.7216,Supported,0,0,371.250,326.250,82.500
1713,ClayBrick,0,2.7216,Supported,0,0,393.750,326.250,82.500
1714,ClayBrick,0,2.7216,Supported,0,0,461.250,326.250,82.500
1715,ClayBrick,0,2.7216,Supported,0,0,483.750,326.250,82.500
1716,ClayBrick,0,2.7216,Supported,0,0,506.250,326.250,82.500
1717,ClayBrick,0,2.7216,Supported,0,0,573.750,326.250,82.500
1718,ClayBrick,0,2.7216,Supported,0,0,596.250,326.250,82.500
1719,ClayBrick,0,2.7216,Supported,0,0,618.750,326.250,82.500
1720,ClayBrick,0,1.2975,Supported,0,0,641.250,326.250,82.500
1721,ClayBrick,0,2.7216,Supported,0,0,0.000,326.250,90.000
1722,ClayBrick,0,2.7216,Supported,0,0,22.500,326.250,90.000
1723,ClayBrick,0,2.7216,Supported,0,0,45.000,326.250,90.000
1724,ClayBrick,0,1.2975,Supported,0,0,67.500,326.250,90.000
1725,ClayBrick,0,1.2975,Supported,0,0,123.750,326.250,90.000
1726,ClayBrick,0,2.7216,Supported,0,0,135.000,326.250,90.000
1727,ClayBrick,0,2.7216,Supported,0,0,157.500,326.250,90.000
1728,ClayBrick,0,1.2975,Supported,0,0,180.000,326.250,90.000
1729,ClayBrick,0,1.2975,Supported,0,0,236.250,326.250,90.000
1730,ClayBrick,0,2.7216,Supported,0,0,247.500,326.250,90.000
1731,ClayBrick,0,2.7216,Supported,0,0,270.000,326.250,90.000
1732,ClayBrick,0,1.2975,Supported,0,0,292.500,326.250,90.000
1733,ClayBrick,0,1.2975,Supported,0,0,348.750,326.250,90.000
1734,ClayBrick,0,2.7216,Supported,0,0,360.000,326.250,90.000
1735,ClayBrick,0,2.7216,Supported,0,0,382.500,326.250,90.000
1736,ClayBrick,0,1.2975,Supported,0,0,405.000,326.250,90.000
1737,ClayBrick,0,1.2975,Supported,0,0,461.250,326.250,90.000
1738,ClayBrick,0,2.7216,Supported,0,0,472.500,326.250,90.000
1739,ClayBrick,0,2.7216,Supported,0,0,495.000,326.250,90.000
1740,ClayBrick,0,1.2975,Supported,0,0,517.500,326.250,90.000
1741,ClayBrick,0,1.2975,Supported,0,0,573.750,326.250,90.000
1742,ClayBrick,0,2.7216,Supported,0,0,585.000,326.250,90.000
1743,ClayBrick,0,2.7216,Supported,0,0,607.500,326.250,90.000
1744,ClayBrick,0,2.7216,Supported,0,0,630.000,326.250,90.000
1745,ClayBrick,0,1.2975,Supported,0,0,0.000,326.250,97.500
1746,ClayBrick,0,2.7216,Supported,0,0,11.250,326.250,97.500
1747,ClayBrick,0,2.7216,Supported,0,0,33.750,326.250,97.500
1748,ClayBrick,0,2.7216,Supported,0,0,56.250,326.250,97.500
1749,ClayBrick,0,2.7216,Supported,0,0,123.750,326.250,97.500
1750,ClayBrick,0,2.7216,Supported,0,0,146.250,326.250,97.500
1751,ClayBrick,0,2.7216,Supported,0,0,168.750,326.250,97.500
1752,ClayBrick,0,2.7216,Supported,0,0,236.250,326.250,97.500
1753,ClayBrick,0,2.7216,Supported,0,0,258.750,326.250,97.500
1754,ClayBrick,0,2.7216,Supported,0,0,281.250,326.250,97.500
1755,ClayBrick,0,2.7216,Supported,0,0,348.750,326.250,97.500
1756,ClayBrick,0,2.7216,Supported,0,0,371.250,326.250,97.500
1757,ClayBrick,0,2.7216,Supported,0,0,393.750,326.250,97.500
1758,ClayBrick,0,2.7216,Supported,0,0,461.250,326.250,97.500
1759,ClayBrick,0,2.7216,Supported,0,0,483.750,326.250,97.500
1760,ClayBrick,0,2.7216,Supported,0,0,506.250,326.250,97.500
1761,ClayBrick,0,2.7216,Supported,0,0,573.750,326.250,97.500
1762,ClayBrick,0,2.7216,Supported,0,0,596.250,326.250,97.500
1763,ClayBrick,0,2.7216,Supported,0,0,618.750,326.250,97.500
1764,ClayBrick,0,1.2975,Supported,0,0,641.250,326.250,97.500
1765,ClayBrick,0,2.7216,Supported,0,0,0.000,326.250,105.000
1766,ClayBrick,0,2.7216,Supported,0,0,22.500,326.250,105.000
1767,ClayBrick,0,2.7216,Supported,0,0,45.000,326.250,105.000
1768,ClayBrick,0,1.2975,Supported,0,0,67.500,326.250,105.000
1769,ClayBrick,0,1.2975,Supported,0,0,123.750,326.250,105.000
1770,ClayBrick,0,2.7216,Supported,0,0,135.000,326.250,105.000
1771,ClayBrick,0,2.7216,Supported,0,0,157.500,326.250,105.000
1772,ClayBrick,0,1.2975,Supported,0,0,180.000,326.250,105.000
1773,ClayBrick,0,1.2975,Supported,0,0,236.250,326.250,105.000
1774,ClayBrick,0,2.7216,Supported,0,0,247.500,326.250,105.000
1775,ClayBrick,0,2.7216,Supported,0,0,270.000,326.250,105.000
1776,ClayBrick,0,1.2975,Supported,0,0,292.500,326.250,105.000
1777,ClayBrick,0,1.2975,Supported,0,0,348.750,326.250,105.000
1778,ClayBrick,0,2.7216,Supported,0,0,360.000,326.250,105.000
1779,ClayBrick,0,2.7216,Supported,0,0,382.500,326.250,105.000
1780,ClayBrick,0,1.2975,Supported,0,0,405.000,326.250,105.000
1781,ClayBrick,0,1.2975,Supported,0,0,461.250,326.250,105.000
1782,ClayBrick,0,2.7216,Supported,0,0,472.500,326.250,105.000
1783,ClayBrick,0,2.7216,Supported,0,0,495.000,326.250,105.000
1784,ClayBrick,0,1.2975,Supported,0,0,517.500,326.250,105.000
1785,ClayBrick,0,1.2975,Supported,0,0,573.750,326.250,105.000
1786,ClayBrick,0,2.7216,Supported,0,0,585.000,326.250,105.000
1787,ClayBrick,0,2.7216,Supported,0,0,607.500,326.250,105.000
1788,ClayBrick,0,2.7216,Supported,0,0,630.000,326.250,105.000
1789,ClayBrick,0,1.2975,Supported,0,0,0.000,326.250,112.500
1790,ClayBrick,0,2.7216,Supported,0,0,11.250,326.250,112.500
1791,ClayBrick,0,2.7216,Supported,0,0,33.750,326.250,112.500
1792,ClayBrick,0,2.7216,Supported,0,0,56.250,326.250,112.500
1793,ClayBrick,0,2.7216,Supported,0,0,123.750,326.250,112.500
1794,ClayBrick,0,2.7216,Supported,0,0,146.250,326.250,112.500
1795,ClayBrick,0,2.7216,Supported,0,0,168.750,326.250,112.500
1796,ClayBrick,0,2.7216,Supported,0,0,236.250,326.250,112.500
1797,ClayBrick,0,2.7216,Supported,0,0,258.750,326.250,112.500
1798,ClayBrick,0,2.7216,Supported,0,0,281.250,326.250,112.500
1799,ClayBrick,0,2.7216,Supported,0,0,348.750,326.250,112.500
1800,ClayBrick,0,2.7216,Supported,0,0,371.250,326.250,112.500
1801,ClayBrick,0,2.7216,Supported,0,0,393.750,326.250,112.500
1802,ClayBrick,0,2.7216,Supported,0,0,461.250,326.250,112.500
1803,ClayBrick,0,2.7216,Supported,0,0,483.750,326.250,112.500
1804,ClayBrick,0,2.7216,Supported,0,0,506.250,326.250,112.500
1805,ClayBrick,0,2.7216,Supported,0,0,573.750,326.250,112.500
1806,ClayBrick,0,2.7216,Supported,0,0,596.250,326.250,112.500
1807,ClayBrick,0,2.7216,Supported,0,0,618.750,326.250,112.500
1808,ClayBrick,0,1.2975,Supported,0,0,641.250,326.250,112.500
1809,ClayBrick,0,2.7216,Supported,0,0,0.000,326.250,120.000
1810,ClayBrick,0,2.7216,Supported,0,0,22.500,326.250,120.000
1811,ClayBrick,0,2.7216,Supported,0,0,45.000,326.250,120.000
1812,ClayBrick,0,1.2975,Supported,0,0,67.500,326.250,120.000
1813,ClayBrick,0,1.2975,Supported,0,0,123.750,326.250,120.000
1814,ClayBrick,0,2.7216,Supported,0,0,135.000,326.250,120.000
1815,ClayBrick,0,2.7216,Supported,0,0,157.500,326.250,120.000
1816,ClayBrick,0,1.2975,Supported,0,0,180.000,326.250,120.000
1817,ClayBrick,0,1.2975,Supported,0,0,236.250,326.250,120.000
1818,ClayBrick,0,2.7216,Supported,0,0,247.500,326.250,120.000
1819,ClayBrick,0,2.7216,Supported,0,0,270.000,326.250,120.000
1820,ClayBrick,0,1.2975,Supported,0,0,292.500,326.250,120.000
1821,ClayBrick,0,1.2975,Supported,0,0,348.750,326.250,120.000
1822,ClayBrick,0,2.7216,Supported,0,0,360.000,326.250,120.000
1823,ClayBrick,0,2.7216,Supported,0,0,382.500,326.250,120.000
1824,ClayBrick,0,1.2975,Supported,0,0,405.000,326.250,120.000
1825,ClayBrick,0,1.2975,Supported,0,0,461.250,326.250,120.000
1826,ClayBrick,0,2.7216,Supported,0,0,472.500,326.250,120.000
1827,ClayBrick,0,2.7216,Supported,0,0,495.000,326.250,120.000
1828,ClayBrick,0,1.2975,Supported,0,0,517.500,326.250,120.000
1829,ClayBrick,0,1.2975,Supported,0,0,573.750,326.250,120.000
1830,ClayBrick,0,2.7216,Supported,0,0,585.000,326.250,120.000
1831,ClayBrick,0,2.7216,Supported,0,0,607.500,326.250,120.000
1832,ClayBrick,0,2.7216,Supported,0,0,630.000,326.250,120.000
1833,ClayBrick,0,1.2975,Supported,0,0,0.000,326.250,127.500
1834,ClayBrick,0,2.7216,Supported,0,0,11.250,326.250,127.500
1835,ClayBrick,0,2.7216,Supported,0,0,33.750,326.250,127.500
1836,ClayBrick,0,2.7216,Supported,0,0,56.250,326.250,127.500
1837,ClayBrick,0,2.7216,Supported,0,0,123.750,326.250,127.500
1838,ClayBrick,0,2.7216,Supported,0,0,146.250,326.250,127.500
1839,ClayBrick,0,2.7216,Supported,0,0,168.750,326.250,127.500
1840,ClayBrick,0,2.7216,Supported,0,0,236.250,326.250,127.500
1841,ClayBrick,0,2.7216,Supported,0,0,258.750,326.250,127.500
1842,ClayBrick,0,2.7216,Supported,0,0,281.250,326.250,127.500
1843,ClayBrick,0,2.7216,Supported,0,0,348.750,326.250,127.500
1844,ClayBrick,0,2.7216,Supported,0,0,371.250,326.250,127.500
1845,ClayBrick,0,2.7216,Supported,0,0,393.750,326.250,127.500
1846,ClayBrick,0,2.7216,Supported,0,0,461.250,326.250,127.500
1847,ClayBrick,0,2.7216,Supported,0,0,483.750,326.250,127.500
1848,ClayBrick,0,2.7216,Supported,0,0,506.250,326.250,127.500
1849,ClayBrick,0,2.7216,Supported,0,0,573.750,326.250,127.500
1850,ClayBrick,0,2.7216,Supported,0,0,596.250,326.250,127.500
1851,ClayBrick,0,2.7216,Supported,0,0,618.750,326.250,127.500
1852,ClayBrick,0,1.2975,Supported,0,0,641.250,326.250,127.500
1853,ClayBrick,0,2.7216,Supported,0,0,0.000,326.250,135.000
1854,ClayBrick,0,2.7216,Supported,0,0,22.500,326.250,135.000
1855,ClayBrick,0,2.7216,Supported,0,0,45.000,326.250,135.000
1856,ClayBrick,0,1.2975,Supported,0,0,67.500,326.250,135.000
1857,ClayBrick,0,1.2975,Supported,0,0,123.750,326.250,135.000
1858,ClayBrick,0,2.7216,Supported,0,0,135.000,326.250,135.000
1859,ClayBrick,0,2.7216,Supported,0,0,157.500,326.250,135.000
1860,ClayBrick,0,1.2975,Supported,0,0,180.000,326.250,135.000
1861,ClayBrick,0,1.2975,Supported,0,0,236.250,326.250,135.000
1862,ClayBrick,0,2.7216,Supported,0,0,247.500,326.250,135.000
1863,ClayBrick,0,2.7216,Supported,0,0,270.000,326.250,135.000
1864,ClayBrick,0,1.2975,Supported,0,0,292.500,326.250,135.000
1865,ClayBrick,0,1.2975,Supported,0,0,348.750,326.250,135.000
1866,ClayBrick,0,2.7216,Supported,0,0,360.000,326.250,135.000
1867,ClayBrick,0,2.7216,Supported,0,0,382.500,326.250,135.000
1868,ClayBrick,0,1.2975,Supported,0,0,405.000,326.250,135.000
1869,ClayBrick,0,1.2975,Supported,0,0,461.250,326.250,135.000
1870,ClayBrick,0,2.7216,Supported,0,0,472.500,326.250,135.000
1871,ClayBrick,0,2.7216,Supported,0,0,495.000,326.250,135.000
1872,ClayBrick,0,1.2975,Supported,0,0,517.500,326.250,135.000
1873,ClayBrick,0,1.2975,Supported,0,0,573.750,326.250,135.000
1874,ClayBrick,0,2.7216,Supported,0,0,585.000,326.250,135.000
1875,ClayBrick,0,2.7216,Supported,0,0,607.500,326.250,135.000
1876,ClayBrick,0,2.7216,Supported,0,0,630.000,326.250,135.000
1877,ClayBrick,0,1.2975,Supported,0,0,0.000,326.250,142.500
1878,ClayBrick,0,2.7216,Supported,0,0,11.250,326.250,142.500
1879,ClayBrick,0,2.7216,Supported,0,0,33.750,326.250,142.500
1880,ClayBrick,0,2.7216,Supported,0,0,56.250,326.250,142.500
1881,ClayBrick,0,2.7216,Supported,0,0,123.750,326.250,142.500
1882,ClayBrick,0,2.7216,Supported,0,0,146.250,326.250,142.500
1883,ClayBrick,0,2.7216,Supported,0,0,168.750,326.250,142.500
1884,ClayBrick,0,2.7216,Supported,0,0,236.250,326.250,142.500
1885,ClayBrick,0,2.7216,Supported,0,0,258.750,326.250,142.500
1886,ClayBrick,0,2.7216,Supported,0,0,281.250,326.250,142.500
1887,ClayBrick,0,2.7216,Supported,0,0,348.750,326.250,142.500
1888,ClayBrick,0,2.7216,Supported,0,0,371.250,326.250,142.500
1889,ClayBrick,0,2.7216,Supported,0,0,393.750,326.250,142.500
1890,ClayBrick,0,2.7216,Supported,0,0,461.250,326.250,142.500
1891,ClayBrick,0,2.7216,Supported,0,0,483.750,326.250,142.500
1892,ClayBrick,0,2.7216,Supported,0,0,506.250,326.250,142.500
1893,ClayBrick,0,2.7216,Supported,0,0,573.750,326.250,142.500
1894,ClayBrick,0,2.7216,Supported,0,0,596.250,326.250,142.500
1895,ClayBrick,0,2.7216,Supported,0,0,618.750,326.250,142.500
1896,ClayBrick,0,1.2975,Supported,0,0,641.250,326.250,142.500
1897,ClayBrick,0,2.7216,Supported,0,0,0.000,326.250,150.000
1898,ClayBrick,0,2.7216,Supported,0,0,22.500,326.250,150.000
1899,ClayBrick,0,2.7216,Supported,0,0,45.000,326.250,150.000
1900,ClayBrick,0,1.2975,Supported,0,0,67.500,326.250,150.000
1901,ClayBrick,0,1.2975,Supported,0,0,123.750,326.250,150.000
1902,ClayBrick,0,2.7216,Supported,0,0,135.000,326.250,150.000
1903,ClayBrick,0,2.7216,Supported,0,0,157.500,326.250,150.000
1904,ClayBrick,0,1.2975,Supported,0,0,180.000,326.250,150.000
1905,ClayBrick,0,1.2975,Supported,0,0,236.250,326.250,150.000
1906,ClayBrick,0,2.7216,Supported,0,0,247.500,326.250,150.000
1907,ClayBrick,0,2.7216,Supported,0,0,270.000,326.250,150.000
1908,ClayBrick,0,1.2975,Supported,0,0,292.500,326.250,150.000
1909,ClayBrick,0,1.2975,Supported,0,0,348.750,326.250,150.000
1910,ClayBrick,0,2.7216,Supported,0,0,360.000,326.250,150.000
1911,ClayBrick,0,2.7216,Supported,0,0,382.500,326.250,150.000
1912,ClayBrick,0,1.2975,Supported,0,0,405.000,326.250,150.000
1913,ClayBrick,0,1.2975,Supported,0,0,461.250,326.250,150.000
1914,ClayBrick,0,2.7216,Supported,0,0,472.500,326.250,150.000
1915,ClayBrick,0,2.7216,Supported,0,0,495.000,326.250,150.000
1916,ClayBrick,0,1.2975,Supported,0,0,517.500,326.250,150.000
1917,ClayBrick,0,1.2975,Supported,0,0,573.750,326.250,150.000
1918,ClayBrick,0,2.7216,Supported,0,0,585.000,326.250,150.000
1919,ClayBrick,0,2.7216,Supported,0,0,607.500,326.250,150.000
1920,ClayBrick,0,2.7216,Supported,0,0,630.000,326.250,150.000
1921,ClayBrick,0,1.2975,Supported,0,0,0.000,326.250,157.500
1922,ClayBrick,0,2.7216,Supported,0,0,11.250,326.250,157.500
1923,ClayBrick,0,2.7216,Supported,0,0,33.750,326.250,157.500
1924,ClayBrick,0,2.7216,Supported,0,0,56.250,326.250,157.500
1925,ClayBrick,0,2.7216,Supported,0,0,123.750,326.250,157.500
1926,ClayBrick,0,2.7216,Supported,0,0,146.250,326.250,157.500
1927,ClayBrick,0,2.7216,Supported,0,0,168.750,326.250,157.500
1928,ClayBrick,0,2.7216,Supported,0,0,236.250,326.250,157.500
1929,ClayBrick,0,2.7216,Supported,0,0,258.750,326.250,157.500
1930,ClayBrick,0,2.7216,Supported,0,0,281.250,326.250,157.500
1931,ClayBrick,0,2.7216,Supported,0,0,348.750,326.250,157.500
1932,ClayBrick,0,2.7216,Supported,0,0,371.250,326.250,157.500
1933,ClayBrick,0,2.7216,Supported,0,0,393.750,326.250,157.500
1934,ClayBrick,0,2.7216,Supported,0,0,461.250,326.250,157.500
1935,ClayBrick,0,2.7216,Supported,0,0,483.750,326.250,157.500
1936,ClayBrick,0,2.7216,Supported,0,0,506.250,326.250,157.500
1937,ClayBrick,0,2.7216,Supported,0,0,573.750,326.250,157.500
1938,ClayBrick,0,2.7216,Supported,0,0,596.250,326.250,157.500
1939,ClayBrick,0,2.7216,Supported,0,0,618.750,326.250,157.500
1940,ClayBrick,0,1.2975,Supported,0,0,641.250,326.250,157.500
1941,ClayBrick,0,2.7216,Supported,0,0,0.000,326.250,165.000
1942,ClayBrick,0,2.7216,Supported,0,0,22.500,326.250,165.000
1943,ClayBrick,0,2.7216,Supported,0,0,45.000,326.250,165.000
1944,ClayBrick,0,1.2975,Supported,0,0,67.500,326.250,165.000
1945,ClayBrick,0,1.2975,Supported,0,0,123.750,326.250,165.000
1946,ClayBrick,0,2.7216,Supported,0,0,135.000,326.250,165.000
1947,ClayBrick,0,2.7216,Supported,0,0,157.500,326.250,165.000
1948,ClayBrick,0,1.2975,Supported,0,0,180.000,326.250,165.000
1949,ClayBrick,0,1.2975,Supported,0,0,236.250,326.250,165.000
1950,ClayBrick,0,2.7216,Supported,0,0,247.500,326.250,165.000
1951,ClayBrick,0,2.7216,Supported,0,0,270.000,326.250,165.000
1952,ClayBrick,0,1.2975,Supported,0,0,292.500,326.250,165.000
1953,ClayBrick,0,1.2975,Supported,0,0,348.750,326.250,165.000
1954,ClayBrick,0,2.7216,Supported,0,0,360.000,326.250,165.000
1955,ClayBrick,0,2.7216,Supported,0,0,382.500,326.250,165.000
1956,ClayBrick,0,1.2975,Supported,0,0,405.000,326.250,165.000
1957,ClayBrick,0,1.2975,Supported,0,0,461.250,326.250,165.000
1958,ClayBrick,0,2.7216,Supported,0,0,472.500,326.250,165.000
1959,ClayBrick,0,2.7216,Supported,0,0,495.000,326.250,165.000
1960,ClayBrick,0,1.2975,Supported,0,0,517.500,326.250,165.000
1961,ClayBrick,0,1.2975,Supported,0,0,573.750,326.250,165.000
1962,ClayBrick,0,2.7216,Supported,0,0,585.000,326.250,165.000
1963,ClayBrick,0,2.7216,Supported,0,0,607.500,326.250,165.000
1964,ClayBrick,0,2.7216,Supported,0,0,630.000,326.250,165.000
1965,ClayBrick,0,1.2975,Supported,0,0,0.000,326.250,172.500
1966,ClayBrick,0,2.7216,Supported,0,0,11.250,326.250,172.500
1967,ClayBrick,0,2.7216,Supported,0,0,33.750,326.250,172.500
1968,ClayBrick,0,2.7216,Supported,0,0,56.250,326.250,172.500
1969,ClayBrick,0,2.7216,Supported,0,0,123.750,326.250,172.500
1970,ClayBrick,0,2.7216,Supported,0,0,146.250,326.250,172.500
1971,ClayBrick,0,2.7216,Supported,0,0,168.750,326.250,172.500
1972,ClayBrick,0,2.7216,Supported,0,0,236.250,326.250,172.500
1973,ClayBrick,0,2.7216,Supported,0,0,258.750,326.250,172.500
1974,ClayBrick,0,2.7216,Supported,0,0,281.250,326.250,172.500
1975,ClayBrick,0,2.7216,Supported,0,0,348.750,326.250,172.500
1976,ClayBrick,0,2.7216,Supported,0,0,371.250,326.250,172.500
1977,ClayBrick,0,2.7216,Supported,0,0,393.750,326.250,172.500
1978,ClayBrick,0,2.7216,Supported,0,0,461.250,326.250,172.500
1979,ClayBrick,0,2.7216,Supported,0,0,483.750,326.250,172.500
1980,ClayBrick,0,2.7216,Supported,0,0,506.250,326.250,172.500
1981,ClayBrick,0,2.7216,Supported,0,0,573.750,326.250,172.500
1982,ClayBrick,0,2.7216,Supported,0,0,596.250,326.250,172.500
1983,ClayBrick,0,2.7216,Supported,0,0,618.750,326.250,172.500
1984,ClayBrick,0,1.2975,Supported,0,0,641.250,326.250,172.500
1985,ClayBrick,0,2.7216,Supported,0,0,0.000,326.250,180.000
1986,ClayBrick,0,2.7216,Supported,0,0,22.500,326.250,180.000
1987,ClayBrick,0,2.7216,Supported,0,0,45.000,326.250,180.000
1988,ClayBrick,0,1.2975,Supported,0,0,67.500,326.250,180.000
1989,ClayBrick,0,1.2975,Supported,0,0,123.750,326.250,180.000
1990,ClayBrick,0,2.7216,Supported,0,0,135.000,326.250,180.000
1991,ClayBrick,0,2.7216,Supported,0,0,157.500,326.250,180.000
1992,ClayBrick,0,1.2975,Supported,0,0,180.000,326.250,180.000
1993,ClayBrick,0,1.2975,Supported,0,0,236.250,326.250,180.000
1994,ClayBrick,0,2.7216,Supported,0,0,247.500,326.250,180.000
1995,ClayBrick,0,2.7216,Supported,0,0,270.000,326.250,180.000
1996,ClayBrick,0,1.2975,Supported,0,0,292.500,326.250,180.000
1997,ClayBrick,0,1.2975,Supported,0,0,348.750,326.250,180.000
1998,ClayBrick,0,2.7216,Supported,0,0,360.000,326.250,180.000
1999,ClayBrick,0,2.7216,Supported,0,0,382.500,326.250,180.000
2000,ClayBrick,0,1.2975,Supported,0,0,405.000,326.250,180.000
2001,ClayBrick,0,1.2975,Supported,0,0,461.250,326.250,180.000
