piece,released,removed,laidX,laidY,laidZ,finalX,finalY,finalZ,displacementCm,dropCm
1088,0,0,506.250,0.000,352.500,506.250,0.000,352.500,0.000,0.000
1089,0,0,573.750,0.000,352.500,573.750,0.000,352.500,0.000,0.000
1090,0,0,596.250,0.000,352.500,596.250,0.000,352.500,0.000,0.000
1091,0,0,618.750,0.000,352.500,618.750,0.000,352.500,0.000,0.000
1092,0,0,641.250,0.000,352.500,641.250,0.000,352.500,0.000,0.000
1093,0,0,0.000,0.000,360.000,0.000,0.000,360.000,0.000,0.000
1094,0,0,22.500,0.000,360.000,22.500,0.000,360.000,0.000,0.000
1095,0,0,45.000,0.000,360.000,45.000,0.000,360.000,0.000,0.000
1096,0,0,67.500,0.000,360.000,67.500,0.000,360.000,0.000,0.000
1097,0,0,123.750,0.000,360.000,123.750,0.000,360.000,0.000,0.000
1098,0,0,135.000,0.000,360.000,135.000,0.000,360.000,0.000,0.000
1099,0,0,157.500,0.000,360.000,157.500,0.000,360.000,0.000,0.000
1100,0,0,180.000,0.000,360.000,180.000,0.000,360.000,0.000,0.000
1101,0,0,236.250,0.000,360.000,236.250,0.000,360.000,0.000,0.000
1102,0,0,247.500,0.000,360.000,247.500,0.000,360.000,0.000,0.000
1103,0,0,270.000,0.000,360.000,270.000,0.000,360.000,0.000,0.000
1104,0,0,292.500,0.000,360.000,292.500,0.000,360.000,0.000,0.000
1105,0,0,348.750,0.000,360.000,348.750,0.000,360.000,0.000,0.000
1106,0,0,360.000,0.000,360.000,360.000,0.000,360.000,0.000,0.000
1107,0,0,382.500,0.000,360.000,382.500,0.000,360.000,0.000,0.000
1108,0,0,405.000,0.000,360.000,405.000,0.000,360.000,0.000,0.000
1109,0,0,461.250,0.000,360.000,461.250,0.000,360.000,0.000,0.000
1110,0,0,472.500,0.000,360.000,472.500,0.000,360.000,0.000,0.000
1111,0,0,495.000,0.000,360.000,495.000,0.000,360.000,0.000,0.000
1112,0,0,517.500,0.000,360.000,517.500,0.000,360.000,0.000,0.000
1113,0,0,573.750,0.000,360.000,573.750,0.000,360.000,0.000,0.000
1114,0,0,585.000,0.000,360.000,585.000,0.000,360.000,0.000,0.000
1115,0,0,607.500,0.000,360.000,607.500,0.000,360.000,0.000,0.000
1116,0,0,630.000,0.000,360.000,630.000,0.000,360.000,0.000,0.000
1117,0,0,0.000,0.000,367.500,0.000,0.000,367.500,0.000,0.000
1118,0,0,11.250,0.000,367.500,11.250,0.000,367.500,0.000,0.000
1119,0,0,33.750,0.000,367.500,33.750,0.000,367.500,0.000,0.000
1120,0,0,56.250,0.000,367.500,56.250,0.000,367.500,0.000,0.000
1121,0,0,123.750,0.000,367.500,123.750,0.000,367.500,0.000,0.000
1122,0,0,146.250,0.000,367.500,146.250,0.000,367.500,0.000,0.000
1123,0,0,168.750,0.000,367.500,168.750,0.000,367.500,0.000,0.000
1124,0,0,236.250,0.000,367.500,236.250,0.000,367.500,0.000,0.000
1125,0,0,258.750,0.000,367.500,258.750,0.000,367.500,0.000,0.000
1126,0,0,281.250,0.000,367.500,281.250,0.000,367.500,0.000,0.000
1127,0,0,348.750,0.000,367.500,348.750,0.000,367.500,0.000,0.000
1128,0,0,371.250,0.000,367.500,371.250,0.000,367.500,0.000,0.000
1129,0,0,393.750,0.000,367.500,393.750,0.000,367.500,0.000,0.000
1130,0,0,461.250,0.000,367.500,461.250,0.000,367.500,0.000,0.000
1131,0,0,483.750,0.000,367.500,483.750,0.000,367.500,0.000,0.000
1132,0,0,506.250,0.000,367.500,506.250,0.000,367.500,0.000,0.000
1133,0,0,573.750,0.000,367.500,573.750,0.000,367.500,0.000,0.000
1134,0,0,596.250,0.000,367.500,596.250,0.000,367.500,0.000,0.000
1135,0,0,618.750,0.000,367.500,618.750,0.000,367.500,0.000,0.000
1136,0,0,641.250,0.000,367.500,641.250,0.000,367.500,0.000,0.000
1137,0,0,0.000,0.000,375.000,0.000,0.000,375.000,0.000,0.000
1138,0,0,22.500,0.000,375.000,22.500,0.000,375.000,0.000,0.000
1139,0,0,45.000,0.000,375.000,45.000,0.000,375.000,0.000,0.000
1140,0,0,67.500,0.000,375.000,67.500,0.000,375.000,0.000,0.000
1141,0,0,123.750,0.000,375.000,123.750,0.000,375.000,0.000,0.000
1142,0,0,135.000,0.000,375.000,135.000,0.000,375.000,0.000,0.000
1143,0,0,157.500,0.000,375.000,157.500,0.000,375.000,0.000,0.000
1144,0,0,180.000,0.000,375.000,180.000,0.000,375.000,0.000,0.000
1145,0,0,236.250,0.000,375.000,236.250,0.000,375.000,0.000,0.000
1146,0,0,247.500,0.000,375.000,247.500,0.000,375.000,0.000,0.000
1147,0,0,270.000,0.000,375.000,270.000,0.000,375.000,0.000,0.000
1148,0,0,292.500,0.000,375.000,292.500,0.000,375.000,0.000,0.000
1149,0,0,348.750,0.000,375.000,348.750,0.000,375.000,0.000,0.000
1150,0,0,360.000,0.000,375.000,360.000,0.000,375.000,0.000,0.000
1151,0,0,382.500,0.000,375.000,382.500,0.000,375.000,0.000,0.000
1152,0,0,405.000,0.000,375.000,405.000,0.000,375.000,0.000,0.000
1153,0,0,461.250,0.000,375.000,461.250,0.000,375.000,0.000,0.000
1154,0,0,472.500,0.000,375.000,472.500,0.000,375.000,0.000,0.000
1155,0,0,495.000,0.000,375.000,495.000,0.000,375.000,0.000,0.000
1156,0,0,517.500,0.000,375.000,517.500,0.000,375.000,0.000,0.000
1157,0,0,573.750,0.000,375.000,573.750,0.000,375.000,0.000,0.000
1158,0,0,585.000,0.000,375.000,585.000,0.000,375.000,0.000,0.000
1159,0,0,607.500,0.000,375.000,607.500,0.000,375.000,0.000,0.000
1160,0,0,630.000,0.000,375.000,630.000,0.000,375.000,0.000,0.000
1161,0,0,0.000,0.000,382.500,0.000,0.000,382.500,0.000,0.000
1162,0,0,11.250,0.000,382.500,11.250,0.000,382.500,0.000,0.000
1163,0,0,33.750,0.000,382.500,33.750,0.000,382.500,0.000,0.000
1164,0,0,56.250,0.000,382.500,56.250,0.000,382.500,0.000,0.000
1165,0,0,123.750,0.000,382.500,123.750,0.000,382.500,0.000,0.000
1166,0,0,146.250,0.000,382.500,146.250,0.000,382.500,0.000,0.000
1167,0,0,168.750,0.000,382.500,168.750,0.000,382.500,0.000,0.000
1168,0,0,236.250,0.000,382.500,236.250,0.000,382.500,0.000,0.000
1169,0,0,258.750,0.000,382.500,258.750,0.000,382.500,0.000,0.000
1170,0,0,281.250,0.000,382.500,281.250,0.000,382.500,0.000,0.000
1171,0,0,348.750,0.000,382.500,348.750,0.000,382.500,0.000,0.000
1172,0,0,371.250,0.000,382.500,371.250,0.000,382.500,0.000,0.000
1173,0,0,393.750,0.000,382.500,393.750,0.000,382.500,0.000,0.000
1174,0,0,461.250,0.000,382.500,461.250,0.000,382.500,0.000,0.000
1175,0,0,483.750,0.000,382.500,483.750,0.000,382.500,0.000,0.000
1176,0,0,506.250,0.000,382.500,506.250,0.000,382.500,0.000,0.000
1177,0,0,573.750,0.000,382.500,573.750,0.000,382.500,0.000,0.000
1178,0,0,596.250,0.000,382.500,596.250,0.000,382.500,0.000,0.000
1179,0,0,618.750,0.000,382.500,618.750,0.000,382.500,0.000,0.000
1180,0,0,641.250,0.000,382.500,641.250,0.000,382.500,0.000,0.000
1181,0,0,0.000,0.000,390.000,0.000,0.000,390.000,0.000,0.000
1182,0,0,22.500,0.000,390.000,22.500,0.000,390.000,0.000,0.000
1183,0,0,45.000,0.000,390.000,45.000,0.000,390.000,0.000,0.000
1184,0,0,67.500,0.000,390.000,67.500,0.000,390.000,0.000,0.000
1185,0,0,123.750,0.000,390.000,123.750,0.000,390.000,0.000,0.000
1186,0,0,135.000,0.000,390.000,135.000,0.000,390.000,0.000,0.000
1187,0,0,157.500,0.000,390.000,157.500,0.000,390.000,0.000,0.000
1188,0,0,180.000,0.000,390.000,180.000,0.000,390.000,0.000,0.000
1189,0,0,236.250,0.000,390.000,236.250,0.000,390.000,0.000,0.000
1190,0,0,247.500,0.000,390.000,247.500,0.000,390.000,0.000,0.000
1191,0,0,270.000,0.000,390.000,270.000,0.000,390.000,0.000,0.000
1192,0,0,292.500,0.000,390.000,292.500,0.000,390.000,0.000,0.000
1193,0,0,348.750,0.000,390.000,348.750,0.000,390.000,0.000,0.000
1194,0,0,360.000,0.000,390.000,360.000,0.000,390.000,0.000,0.000
1195,0,0,382.500,0.000,390.000,382.500,0.000,390.000,0.000,0.000
1196,0,0,405.000,0.000,390.000,405.000,0.000,390.000,0.000,0.000
1197,0,0,461.250,0.000,390.000,461.250,0.000,390.000,0.000,0.000
1198,0,0,472.500,0.000,390.000,472.500,0.000,390.000,0.000,0.000
1199,0,0,495.000,0.000,390.000,495.000,0.000,390.000,0.000,0.000
1200,0,0,517.500,0.000,390.000,517.500,0.000,390.000,0.000,0.000
1201,0,0,573.750,0.000,390.000,573.750,0.000,390.000,0.000,0.000
1202,0,0,585.000,0.000,390.000,585.000,0.000,390.000,0.000,0.000
1203,0,0,607.500,0.000,390.000,607.500,0.000,390.000,0.000,0.000
1204,0,0,630.000,0.000,390.000,630.000,0.000,390.000,0.000,0.000
1205,0,0,0.000,0.000,397.500,0.000,0.000,397.500,0.000,0.000
1206,0,0,11.250,0.000,397.500,11.250,0.000,397.500,0.000,0.000
1207,0,0,33.750,0.000,397.500,33.750,0.000,397.500,0.000,0.000
1208,0,0,56.250,0.000,397.500,56.250,0.000,397.500,0.000,0.000
1209,0,0,123.750,0.000,397.500,123.750,0.000,397.500,0.000,0.000
1210,0,0,146.250,0.000,397.500,146.250,0.000,397.500,0.000,0.000
1211,0,0,168.750,0.000,397.500,168.750,0.000,397.500,0.000,0.000
1212,0,0,236.250,0.000,397.500,236.250,0.000,397.500,0.000,0.000
1213,0,0,258.750,0.000,397.500,258.750,0.000,397.500,0.000,0.000
1214,0,0,281.250,0.000,397.500,281.250,0.000,397.500,0.000,0.000
1215,0,0,348.750,0.000,397.500,348.750,0.000,397.500,0.000,0.000
1216,0,0,371.250,0.000,397.500,371.250,0.000,397.500,0.000,0.000
1217,0,0,393.750,0.000,397.500,393.750,0.000,397.500,0.000,0.000
1218,0,0,461.250,0.000,397.500,461.250,0.000,397.500,0.000,0.000
1219,0,0,483.750,0.000,397.500,483.750,0.000,397.500,0.000,0.000
1220,0,0,506.250,0.000,397.500,506.250,0.000,397.500,0.000,0.000
1221,0,0,573.750,0.000,397.500,573.750,0.000,397.500,0.000,0.000
1222,0,0,596.250,0.000,397.500,596.250,0.000,397.500,0.000,0.000
1223,0,0,618.750,0.000,397.500,618.750,0.000,397.500,0.000,0.000
1224,0,0,641.250,0.000,397.500,641.250,0.000,397.500,0.000,0.000
1225,0,0,0.000,0.000,405.000,0.000,0.000,405.000,0.000,0.000
1226,0,0,22.500,0.000,405.000,22.500,0.000,405.000,0.000,0.000
1227,0,0,45.000,0.000,405.000,45.000,0.000,405.000,0.000,0.000
1228,0,0,146.250,0.000,405.000,146.250,0.000,405.000,0.000,0.000
1229,0,0,157.500,0.000,405.000,157.500,0.000,405.000,0.000,0.000
1230,0,0,258.750,0.000,405.000,258.750,0.000,405.000,0.000,0.000
1231,0,0,270.000,0.000,405.000,270.000,0.000,405.000,0.000,0.000
1232,0,0,371.250,0.000,405.000,371.250,0.000,405.000,0.000,0.000
1233,0,0,382.500,0.000,405.000,382.500,0.000,405.000,0.000,0.000
1234,0,0,483.750,0.000,405.000,483.750,0.000,405.000,0.000,0.000
1235,0,0,495.000,0.000,405.000,495.000,0.000,405.000,0.000,0.000
1236,0,0,596.250,0.000,405.000,596.250,0.000,405.000,0.000,0.000
1237,0,0,607.500,0.000,405.000,607.500,0.000,405.000,0.000,0.000
1238,0,0,630.000,0.000,405.000,630.000,0.000,405.000,0.000,0.000
1239,0,0,56.250,0.000,405.000,56.250,0.000,405.000,0.000,0.000
1240,0,0,168.750,0.000,405.000,168.750,0.000,405.000,0.000,0.000
1241,0,0,281.250,0.000,405.000,281.250,0.000,405.000,0.000,0.000
1242,0,0,393.750,0.000,405.000,393.750,0.000,405.000,0.000,0.000
1243,0,0,506.250,0.000,405.000,506.250,0.000,405.000,0.000,0.000
1244,0,0,0.000,0.000,412.500,0.000,0.000,412.500,0.000,0.000
1245,0,0,11.250,0.000,412.500,11.250,0.000,412.500,0.000,0.000
1246,0,0,33.750,0.000,412.500,33.750,0.000,412.500,0.000,0.000
1247,0,0,146.250,0.000,412.500,146.250,0.000,412.500,0.000,0.000
1248,0,0,258.750,0.000,412.500,258.750,0.000,412.500,0.000,0.000
1249,0,0,371.250,0.000,412.500,371.250,0.000,412.500,0.000,0.000
1250,0,0,483.750,0.000,412.500,483.750,0.000,412.500,0.000,0.000
1251,0,0,596.250,0.000,412.500,596.250,0.000,412.500,0.000,0.000
1252,0,0,618.750,0.000,412.500,618.750,0.000,412.500,0.000,0.000
1253,0,0,641.250,0.000,412.500,641.250,0.000,412.500,0.000,0.000
1254,0,0,0.000,0.000,420.000,0.000,0.000,420.000,0.000,0.000
1255,0,0,22.500,0.000,420.000,22.500,0.000,420.000,0.000,0.000
1256,0,0,45.000,0.000,420.000,45.000,0.000,420.000,0.000,0.000
1257,0,0,67.500,0.000,420.000,67.500,0.000,420.000,0.000,0.000
1258,0,0,90.000,0.000,420.000,90.000,0.000,420.000,0.000,0.000
1259,0,0,112.500,0.000,420.000,112.500,0.000,420.000,0.000,0.000
1260,0,0,135.000,0.000,420.000,135.000,0.000,420.000,0.000,0.000
1261,0,0,157.500,0.000,420.000,157.500,0.000,420.000,0.000,0.000
1262,0,0,180.000,0.000,420.000,180.000,0.000,420.000,0.000,0.000
1263,0,0,202.500,0.000,420.000,202.500,0.000,420.000,0.000,0.000
1264,0,0,225.000,0.000,420.000,225.000,0.000,420.000,0.000,0.000
1265,0,0,247.500,0.000,420.000,247.500,0.000,420.000,0.000,0.000
1266,0,0,270.000,0.000,420.000,270.000,0.000,420.000,0.000,0.000
1267,0,0,292.500,0.000,420.000,292.500,0.000,420.000,0.000,0.000
1268,0,0,315.000,0.000,420.000,315.000,0.000,420.000,0.000,0.000
1269,0,0,337.500,0.000,420.000,337.500,0.000,420.000,0.000,0.000
1270,0,0,360.000,0.000,420.000,360.000,0.000,420.000,0.000,0.000
1271,0,0,382.500,0.000,420.000,382.500,0.000,420.000,0.000,0.000
1272,0,0,405.000,0.000,420.000,405.000,0.000,420.000,0.000,0.000
1273,0,0,427.500,0.000,420.000,427.500,0.000,420.000,0.000,0.000
1274,0,0,450.000,0.000,420.000,450.000,0.000,420.000,0.000,0.000
1275,0,0,472.500,0.000,420.000,472.500,0.000,420.000,0.000,0.000
1276,0,0,495.000,0.000,420.000,495.000,0.000,420.000,0.000,0.000
1277,0,0,517.500,0.000,420.000,517.500,0.000,420.000,0.000,0.000
1278,0,0,540.000,0.000,420.000,540.000,0.000,420.000,0.000,0.000
1279,0,0,562.500,0.000,420.000,562.500,0.000,420.000,0.000,0.000
1280,0,0,585.000,0.000,420.000,585.000,0.000,420.000,0.000,0.000
1281,0,0,607.500,0.000,420.000,607.500,0.000,420.000,0.000,0.000
1282,0,0,630.000,0.000,420.000,630.000,0.000,420.000,0.000,0.000
1283,0,0,0.000,0.000,427.500,0.000,0.000,427.500,0.000,0.000
1284,0,0,11.250,0.000,427.500,11.250,0.000,427.500,0.000,0.000
1285,0,0,33.750,0.000,427.500,33.750,0.000,427.500,0.000,0.000
1286,0,0,56.250,0.000,427.500,56.250,0.000,427.500,0.000,0.000
1287,0,0,78.750,0.000,427.500,78.750,0.000,427.500,0.000,0.000
1288,0,0,101.250,0.000,427.500,101.250,0.000,427.500,0.000,0.000
1289,0,0,123.750,0.000,427.500,123.750,0.000,427.500,0.000,0.000
1290,0,0,146.250,0.000,427.500,146.250,0.000,427.500,0.000,0.000
1291,0,0,168.750,0.000,427.500,168.750,0.000,427.500,0.000,0.000
1292,0,0,191.250,0.000,427.500,191.250,0.000,427.500,0.000,0.000
1293,0,0,213.750,0.000,427.500,213.750,0.000,427.500,0.000,0.000
1294,0,0,236.250,0.000,427.500,236.250,0.000,427.500,0.000,0.000
1295,0,0,258.750,0.000,427.500,258.750,0.000,427.500,0.000,0.000
1296,0,0,281.250,0.000,427.500,281.250,0.000,427.500,0.000,0.000
1297,0,0,303.750,0.000,427.500,303.750,0.000,427.500,0.000,0.000
1298,0,0,326.250,0.000,427.500,326.250,0.000,427.500,0.000,0.000
1299,0,0,348.750,0.000,427.500,348.750,0.000,427.500,0.000,0.000
1300,0,0,371.250,0.000,427.500,371.250,0.000,427.500,0.000,0.000
1301,0,0,393.750,0.000,427.500,393.750,0.000,427.500,0.000,0.000
1302,0,0,416.250,0.000,427.500,416.250,0.000,427.500,0.000,0.000
1303,0,0,438.750,0.000,427.500,438.750,0.000,427.500,0.000,0.000
1304,0,0,461.250,0.000,427.500,461.250,0.000,427.500,0.000,0.000
1305,0,0,483.750,0.000,427.500,483.750,0.000,427.500,0.000,0.000
1306,0,0,506.250,0.000,427.500,506.250,0.000,427.500,0.000,0.000
1307,0,0,528.750,0.000,427.500,528.750,0.000,427.500,0.000,0.000
1308,0,0,551.250,0.000,427.500,551.250,0.000,427.500,0.000,0.000
1309,0,0,573.750,0.000,427.500,573.750,0.000,427.500,0.000,0.000
1310,0,0,596.250,0.000,427.500,596.250,0.000,427.500,0.000,0.000
1311,0,0,618.750,0.000,427.500,618.750,0.000,427.500,0.000,0.000
1312,0,0,641.250,0.000,427.500,641.250,0.000,427.500,0.000,0.000
1313,0,0,0.000,0.000,435.000,0.000,0.000,435.000,0.000,0.000
1314,0,0,22.500,0.000,435.000,22.500,0.000,435.000,0.000,0.000
1315,0,0,45.000,0.000,435.000,45.000,0.000,435.000,0.000,0.000
1316,0,0,67.500,0.000,435.000,67.500,0.000,435.000,0.000,0.000
1317,0,0,90.000,0.000,435.000,90.000,0.000,435.000,0.000,0.000
1318,0,0,112.500,0.000,435.000,112.500,0.000,435.000,0.000,0.000
1319,0,0,135.000,0.000,435.000,135.000,0.000,435.000,0.000,0.000
1320,0,0,157.500,0.000,435.000,157.500,0.000,435.000,0.000,0.000
1321,0,0,180.000,0.000,435.000,180.000,0.000,435.000,0.000,0.000
1322,0,0,202.500,0.000,435.000,202.500,0.000,435.000,0.000,0.000
1323,0,0,225.000,0.000,435.000,225.000,0.000,435.000,0.000,0.000
1324,0,0,247.500,0.000,435.000,247.500,0.000,435.000,0.000,0.000
1325,0,0,270.000,0.000,435.000,270.000,0.000,435.000,0.000,0.000
1326,0,0,292.500,0.000,435.000,292.500,0.000,435.000,0.000,0.000
1327,0,0,315.000,0.000,435.000,315.000,0.000,435.000,0.000,0.000
1328,0,0,337.500,0.000,435.000,337.500,0.000,435.000,0.000,0.000
1329,0,0,360.000,0.000,435.000,360.000,0.000,435.000,0.000,0.000
1330,0,0,382.500,0.000,435.000,382.500,0.000,435.000,0.000,0.000
1331,0,0,405.000,0.000,435.000,405.000,0.000,435.000,0.000,0.000
1332,0,0,427.500,0.000,435.000,427.500,0.000,435.000,0.000,0.000
1333,0,0,450.000,0.000,435.000,450.000,0.000,435.000,0.000,0.000
1334,0,0,472.500,0.000,435.000,472.500,0.000,435.000,0.000,0.000
1335,0,0,495.000,0.000,435.000,495.000,0.000,435.000,0.000,0.000
1336,0,0,517.500,0.000,435.000,517.500,0.000,435.000,0.000,0.000
1337,0,0,540.000,0.000,435.000,540.000,0.000,435.000,0.000,0.000
1338,0,0,562.500,0.000,435.000,562.500,0.000,435.000,0.000,0.000
1339,0,0,585.000,0.000,435.000,585.000,0.000,435.000,0.000,0.000
1340,0,0,607.500,0.000,435.000,607.500,0.000,435.000,0.000,0.000
1341,0,0,630.000,0.000,435.000,630.000,0.000,435.000,0.000,0.000
1342,0,0,0.000,0.000,442.500,0.000,0.000,442.500,0.000,0.000
1343,0,0,11.250,0.000,442.500,11.250,0.000,442.500,0.000,0.000
1344,0,0,33.750,0.000,442.500,33.750,0.000,442.500,0.000,0.000
1345,0,0,56.250,0.000,442.500,56.250,0.000,442.500,0.000,0.000
1346,0,0,78.750,0.000,442.500,78.750,0.000,442.500,0.000,0.000
1347,0,0,101.250,0.000,442.500,101.250,0.000,442.500,0.000,0.000
1348,0,0,123.750,0.000,442.500,123.750,0.000,442.500,0.000,0.000
1349,0,0,146.250,0.000,442.500,146.250,0.000,442.500,0.000,0.000
1350,0,0,168.750,0.000,442.500,168.750,0.000,442.500,0.000,0.000
1351,0,0,191.250,0.000,442.500,191.250,0.000,442.500,0.000,0.000
1352,0,0,213.750,0.000,442.500,213.750,0.000,442.500,0.000,0.000
1353,0,0,236.250,0.000,442.500,236.250,0.000,442.500,0.000,0.000
1354,0,0,258.750,0.000,442.500,258.750,0.000,442.500,0.000,0.000
1355,0,0,281.250,0.000,442.500,281.250,0.000,442.500,0.000,0.000
1356,0,0,303.750,0.000,442.500,303.750,0.000,442.500,0.000,0.000
1357,0,0,326.250,0.000,442.500,326.250,0.000,442.500,0.000,0.000
1358,0,0,348.750,0.000,442.500,348.750,0.000,442.500,0.000,0.000
1359,0,0,371.250,0.000,442.500,371.250,0.000,442.500,0.000,0.000
1360,0,0,393.750,0.000,442.500,393.750,0.000,442.500,0.000,0.000
1361,0,0,416.250,0.000,442.500,416.250,0.000,442.500,0.000,0.000
1362,0,0,438.750,0.000,442.500,438.750,0.000,442.500,0.000,0.000
1363,0,0,461.250,0.000,442.500,461.250,0.000,442.500,0.000,0.000
1364,0,0,483.750,0.000,442.500,483.750,0.000,442.500,0.000,0.000
1365,0,0,506.250,0.000,442.500,506.250,0.000,442.500,0.000,0.000
1366,0,0,528.750,0.000,442.500,528.750,0.000,442.500,0.000,0.000
1367,0,0,551.250,0.000,442.500,551.250,0.000,442.500,0.000,0.000
1368,0,0,573.750,0.000,442.500,573.750,0.000,442.500,0.000,0.000
1369,0,0,596.250,0.000,442.500,596.250,0.000,442.500,0.000,0.000
1370,0,0,618.750,0.000,442.500,618.750,0.000,442.500,0.000,0.000
1371,0,0,641.250,0.000,442.500,641.250,0.000,442.500,0.000,0.000
1372,0,0,0.000,0.000,450.000,0.000,0.000,450.000,0.000,0.000
1373,0,0,22.500,0.000,450.000,22.500,0.000,450.000,0.000,0.000
1374,0,0,45.000,0.000,450.000,45.000,0.000,450.000,0.000,0.000
1375,0,0,67.500,0.000,450.000,67.500,0.000,450.000,0.000,0.000
1376,0,0,90.000,0.000,450.000,90.000,0.000,450.000,0.000,0.000
1377,0,0,112.500,0.000,450.000,112.500,0.000,450.000,0.000,0.000
1378,0,0,135.000,0.000,450.000,135.000,0.000,450.000,0.000,0.000
1379,0,0,157.500,0.000,450.000,157.500,0.000,450.000,0.000,0.000
1380,0,0,180.000,0.000,450.000,180.000,0.000,450.000,0.000,0.000
1381,0,0,202.500,0.000,450.000,202.500,0.000,450.000,0.000,0.000
1382,0,0,225.000,0.000,450.000,225.000,0.000,450.000,0.000,0.000
1383,0,0,247.500,0.000,450.000,247.500,0.000,450.000,0.000,0.000
1384,0,0,270.000,0.000,450.000,270.000,0.000,450.000,0.000,0.000
1385,0,0,292.500,0.000,450.000,292.500,0.000,450.000,0.000,0.000
1386,0,0,315.000,0.000,450.000,315.000,0.000,450.000,0.000,0.000
1387,0,0,337.500,0.000,450.000,337.500,0.000,450.000,0.000,0.000
1388,0,0,360.000,0.000,450.000,360.000,0.000,450.000,0.000,0.000
1389,0,0,382.500,0.000,450.000,382.500,0.000,450.000,0.000,0.000
1390,0,0,405.000,0.000,450.000,405.000,0.000,450.000,0.000,0.000
1391,0,0,427.500,0.000,450.000,427.500,0.000,450.000,0.000,0.000
1392,0,0,450.000,0.000,450.000,450.000,0.000,450.000,0.000,0.000
1393,0,0,472.500,0.000,450.000,472.500,0.000,450.000,0.000,0.000
1394,0,0,495.000,0.000,450.000,495.000,0.000,450.000,0.000,0.000
1395,0,0,517.500,0.000,450.000,517.500,0.000,450.000,0.000,0.000
1396,0,0,540.000,0.000,450.000,540.000,0.000,450.000,0.000,0.000
1397,0,0,562.500,0.000,450.000,562.500,0.000,450.000,0.000,0.000
1398,0,0,585.000,0.000,450.000,585.000,0.000,450.000,0.000,0.000
1399,0,0,607.500,0.000,450.000,607.500,0.000,450.000,0.000,0.000
1400,0,0,630.000,0.000,450.000,630.000,0.000,450.000,0.000,0.000
1401,0,0,0.000,0.000,457.500,0.000,0.000,457.500,0.000,0.000
1402,0,0,11.250,0.000,457.500,11.250,0.000,457.500,0.000,0.000
1403,0,0,33.750,0.000,457.500,33.750,0.000,457.500,0.000,0.000
1404,0,0,56.250,0.000,457.500,56.250,0.000,457.500,0.000,0.000
1405,0,0,78.750,0.000,457.500,78.750,0.000,457.500,0.000,0.000
1406,0,0,101.250,0.000,457.500,101.250,0.000,457.500,0.000,0.000
1407,0,0,123.750,0.000,457.500,123.750,0.000,457.500,0.000,0.000
1408,0,0,146.250,0.000,457.500,146.250,0.000,457.500,0.000,0.000
1409,0,0,168.750,0.000,457.500,168.750,0.000,457.500,0.000,0.000
1410,0,0,191.250,0.000,457.500,191.250,0.000,457.500,0.000,0.000
1411,0,0,213.750,0.000,457.500,213.750,0.000,457.500,0.000,0.000
1412,0,0,236.250,0.000,457.500,236.250,0.000,457.500,0.000,0.000
1413,0,0,258.750,0.000,457.500,258.750,0.000,457.500,0.000,0.000
1414,0,0,281.250,0.000,457.500,281.250,0.000,457.500,0.000,0.000
1415,0,0,303.750,0.000,457.500,303.750,0.000,457.500,0.000,0.000
1416,0,0,326.250,0.000,457.500,326.250,0.000,457.500,0.000,0.000
1417,0,0,348.750,0.000,457.500,348.750,0.000,457.500,0.000,0.000
1418,0,0,371.250,0.000,457.500,371.250,0.000,457.500,0.000,0.000
1419,0,0,393.750,0.000,457.500,393.750,0.000,457.500,0.000,0.000
1420,0,0,416.250,0.000,457.500,416.250,0.000,457.500,0.000,0.000
1421,0,0,438.750,0.000,457.500,438.750,0.000,457.500,0.000,0.000
1422,0,0,461.250,0.000,457.500,461.250,0.000,457.500,0.000,0.000
1423,0,0,483.750,0.000,457.500,483.750,0.000,457.500,0.000,0.000
1424,0,0,506.250,0.000,457.500,506.250,0.000,457.500,0.000,0.000
1425,0,0,528.750,0.000,457.500,528.750,0.000,457.500,0.000,0.000
1426,0,0,551.250,0.000,457.500,551.250,0.000,457.500,0.000,0.000
1427,0,0,573.750,0.000,457.500,573.750,0.000,457.500,0.000,0.000
1428,0,0,596.250,0.000,457.500,596.250,0.000,457.500,0.000,0.000
1429,0,0,618.750,0.000,457.500,618.750,0.000,457.500,0.000,0.000
1430,0,0,641.250,0.000,457.500,641.250,0.000,457.500,0.000,0.000
1431,0,0,0.000,-5.000,465.000,0.000,-5.000,465.000,0.000,0.000
1432,0,0,45.000,-5.000,465.000,45.000,-5.000,465.000,0.000,0.000
1433,0,0,90.000,-5.000,465.000,90.000,-5.000,465.000,0.000,0.000
1434,0,0,135.000,-5.000,465.000,135.000,-5.000,465.000,0.000,0.000
1435,0,0,180.000,-5.000,465.000,180.000,-5.000,465.000,0.000,0.000
1436,0,0,225.000,-5.000,465.000,225.000,-5.000,465.000,0.000,0.000
1437,0,0,270.000,-5.000,465.000,270.000,-5.000,465.000,0.000,0.000
1438,0,0,315.000,-5.000,465.000,315.000,-5.000,465.000,0.000,0.000
1439,0,0,360.000,-5.000,465.000,360.000,-5.000,465.000,0.000,0.000
1440,0,0,405.000,-5.000,465.000,405.000,-5.000,465.000,0.000,0.000
1441,0,0,450.000,-5.000,465.000,450.000,-5.000,465.000,0.000,0.000
1442,0,0,495.000,-5.000,465.000,495.000,-5.000,465.000,0.000,0.000
1443,0,0,540.000,-5.000,465.000,540.000,-5.000,465.000,0.000,0.000
1444,0,0,585.000,-5.000,465.000,585.000,-5.000,465.000,0.000,0.000
