piece,released,removed,laidX,laidY,laidZ,finalX,finalY,finalZ,displacementCm,dropCm
2640,1,0,360.000,326.250,390.000,352.857,470.873,0.588,415.462,389.412
2641,1,0,382.500,326.250,390.000,398.165,478.744,2.917,416.332,387.083
2642,1,0,405.000,326.250,390.000,495.596,499.903,-0.490,436.858,390.490
2643,1,0,461.250,326.250,390.000,430.205,457.533,6.003,407.005,383.997
2644,1,0,472.500,326.250,390.000,486.856,455.668,6.008,405.469,383.992
2645,1,0,495.000,326.250,390.000,528.764,492.662,-0.488,425.810,390.488
2646,1,0,517.500,326.250,390.000,541.375,439.136,5.957,401.002,384.043
2647,1,0,573.750,326.250,390.000,547.664,444.708,5.805,402.888,384.195
2648,1,0,585.000,326.250,390.000,589.235,458.060,5.993,406.021,384.007
2649,1,0,607.500,326.250,390.000,612.322,461.276,5.996,407.081,384.004
2650,1,0,630.000,326.250,390.000,640.475,473.497,19.249,399.058,370.751
2651,1,0,0.000,326.250,397.500,-75.514,434.937,-0.493,419.421,397.993
2652,1,0,11.250,326.250,397.500,56.821,481.756,-0.493,429.718,397.993
2653,1,0,33.750,326.250,397.500,62.063,537.150,-0.474,451.291,397.974
2654,1,0,56.250,326.250,397.500,172.296,537.379,6.008,459.683,391.492
2655,1,0,123.750,326.250,397.500,99.730,402.729,-0.505,405.998,398.005
2656,1,0,146.250,326.250,397.500,157.578,407.672,6.008,400.030,391.492
2657,1,0,168.750,326.250,397.500,129.847,353.522,10.426,389.979,387.074
2658,1,0,236.250,326.250,397.500,220.348,415.459,9.753,398.195,387.747
2659,1,0,258.750,326.250,397.500,254.378,391.619,-0.488,403.345,397.988
2660,1,0,281.250,326.250,397.500,377.547,461.373,-0.470,431.174,397.970
2661,1,0,348.750,326.250,397.500,311.083,418.317,-0.488,410.231,397.988
2662,1,0,371.250,326.250,397.500,383.657,381.919,5.994,395.639,391.506
2663,1,0,393.750,326.250,397.500,443.914,397.260,6.026,401.012,391.474
2664,1,0,461.250,326.250,397.500,451.395,438.907,5.848,407.652,391.652
2665,1,0,483.750,326.250,397.500,480.713,422.286,-0.309,409.248,397.809
2666,1,0,506.250,326.250,397.500,508.574,473.840,14.657,410.314,382.843
2667,1,0,573.750,326.250,397.500,579.697,452.213,-0.488,417.489,397.988
2668,1,0,596.250,326.250,397.500,585.705,396.814,6.008,397.940,391.492
2669,1,0,618.750,326.250,397.500,610.080,448.422,12.534,403.980,384.966
2670,1,0,641.250,326.250,397.500,660.457,445.587,10.612,405.330,386.888
2671,1,0,0.000,326.250,405.000,0.918,454.403,-0.494,425.264,405.494
2672,1,0,22.500,326.250,405.000,-20.699,423.777,-0.494,419.288,405.494
2673,1,0,45.000,326.250,405.000,43.699,432.506,9.763,409.273,395.237
2674,1,0,146.250,326.250,405.000,153.534,479.580,9.760,424.002,395.240
2675,1,0,157.500,326.250,405.000,155.541,471.200,11.686,419.178,393.314
2676,1,0,258.750,326.250,405.000,300.538,317.983,9.760,397.529,395.240
2677,1,0,270.000,326.250,405.000,294.669,194.303,12.523,414.797,392.477
2678,1,0,371.250,326.250,405.000,318.196,455.452,6.008,422.732,398.992
2679,1,0,382.500,326.250,405.000,353.473,453.602,4.035,421.704,400.965
2680,1,0,483.750,326.250,405.000,447.656,616.881,9.763,491.916,395.237
2681,1,0,495.000,326.250,405.000,530.285,453.781,-0.494,426.538,405.494
2682,1,0,596.250,326.250,405.000,601.589,342.716,293.285,113.048,111.715
2683,1,0,607.500,326.250,405.000,663.090,414.075,6.008,412.308,398.992
2684,1,0,630.000,326.250,405.000,666.685,451.395,-0.488,425.944,405.488
2685,1,0,56.250,326.250,405.000,74.560,370.999,13.416,394.558,391.584
2686,1,0,168.750,326.250,405.000,199.137,389.406,-0.463,411.475,405.463
2687,1,0,281.250,326.250,405.000,280.966,380.201,9.741,398.924,395.259
2688,1,0,393.750,326.250,405.000,415.185,371.692,-0.514,408.615,405.514
2689,1,0,506.250,326.250,405.000,502.584,233.464,23.067,393.059,381.933
2690,1,0,0.000,326.250,412.500,-41.045,324.121,-0.493,415.034,412.993
2691,1,0,11.250,326.250,412.500,79.093,298.108,11.012,408.151,401.488
2692,1,0,33.750,326.250,412.500,97.096,289.109,11.070,408.091,401.430
2693,1,0,146.250,326.250,412.500,175.688,293.251,8.677,406.237,403.823
2694,1,0,258.750,326.250,412.500,248.948,276.451,20.591,395.182,391.909
2695,1,0,371.250,326.250,412.500,430.180,150.248,9.763,443.449,402.737
2696,1,0,483.750,326.250,412.500,481.173,261.443,9.581,408.106,402.919
2697,1,0,596.250,326.250,412.500,584.714,202.188,9.832,421.505,402.668
2698,1,0,618.750,326.250,412.500,615.040,429.839,9.763,415.863,402.737
2699,1,0,641.250,326.250,412.500,656.692,387.996,6.008,411.445,406.492
2700,1,0,0.000,326.250,420.000,146.170,232.649,1.344,453.211,418.656
2701,1,0,22.500,326.250,420.000,19.860,275.696,12.520,410.612,407.480
2702,1,0,45.000,326.250,420.000,66.561,252.547,9.763,417.363,410.237
2703,1,0,67.500,326.250,420.000,72.109,264.331,-0.494,425.054,420.494
2704,1,0,90.000,326.250,420.000,85.782,276.264,15.279,407.818,404.721
2705,1,0,112.500,326.250,420.000,121.200,286.267,23.200,398.904,396.800
2706,1,0,135.000,326.250,420.000,181.321,256.912,5.349,422.953,414.651
2707,1,0,157.500,326.250,420.000,173.519,316.066,8.824,411.614,411.176
2708,1,0,180.000,326.250,420.000,188.700,293.872,6.039,415.316,413.961
2709,1,0,202.500,326.250,420.000,231.840,276.524,-0.492,424.437,420.492
2710,1,0,225.000,326.250,420.000,225.231,235.925,-0.496,430.088,420.496
2711,1,0,247.500,326.250,420.000,266.734,222.701,4.101,429.027,415.899
2712,1,0,270.000,326.250,420.000,248.946,284.274,2.915,419.720,417.085
2713,1,0,292.500,326.250,420.000,313.587,245.185,9.156,419.296,410.844
2714,1,0,315.000,326.250,420.000,304.415,291.453,6.026,415.569,413.974
2715,1,0,337.500,326.250,420.000,346.283,282.945,-0.486,422.802,420.486
2716,1,0,360.000,326.250,420.000,363.141,272.798,1.921,421.494,418.079
2717,1,0,382.500,326.250,420.000,403.578,245.854,-0.536,428.671,420.536
2718,1,0,405.000,326.250,420.000,410.299,228.206,15.417,416.327,404.583
2719,1,0,427.500,326.250,420.000,415.730,305.947,6.017,414.648,413.983
2720,1,0,450.000,326.250,420.000,458.994,320.313,6.008,414.132,413.992
2721,1,0,472.500,326.250,420.000,471.322,227.941,18.465,413.396,401.535
2722,1,0,495.000,326.250,420.000,525.774,306.641,18.234,403.420,401.766
2723,1,0,517.500,326.250,420.000,532.973,291.981,-0.473,422.151,420.473
2724,1,0,540.000,326.250,420.000,584.579,319.298,6.028,416.423,413.972
2725,1,0,562.500,326.250,420.000,566.143,266.315,13.016,411.390,406.984
2726,1,0,585.000,326.250,420.000,590.545,224.531,0.415,431.775,419.585
2727,1,0,607.500,326.250,420.000,613.664,277.636,21.187,401.812,398.813
2728,1,0,630.000,326.250,420.000,660.387,448.253,-0.494,438.889,420.494
2729,1,0,0.000,326.250,427.500,109.275,404.737,6.067,442.388,421.433
2730,1,0,11.250,326.250,427.500,119.055,309.796,9.762,431.738,417.738
2731,1,0,33.750,326.250,427.500,36.622,255.227,10.629,422.887,416.871
2732,1,0,56.250,326.250,427.500,22.716,177.062,11.486,443.226,416.014
2733,1,0,78.750,326.250,427.500,89.469,258.106,6.010,427.097,421.490
2734,1,0,101.250,326.250,427.500,102.845,222.247,-0.499,440.456,427.999
2735,1,0,123.750,326.250,427.500,143.144,253.761,5.971,428.156,421.529
2736,1,0,146.250,326.250,427.500,160.340,214.362,-0.494,442.601,427.994
2737,1,0,168.750,326.250,427.500,199.719,302.846,6.013,423.271,421.487
2738,1,0,191.250,326.250,427.500,201.610,275.175,-0.482,431.143,427.982
2739,1,0,213.750,326.250,427.500,198.495,259.889,5.915,427.049,421.585
2740,1,0,236.250,326.250,427.500,254.350,215.525,6.008,436.169,421.492
2741,1,0,258.750,326.250,427.500,273.442,193.497,6.008,442.148,421.492
2742,1,0,281.250,326.250,427.500,272.241,252.034,6.018,428.061,421.482
2743,1,0,303.750,326.250,427.500,321.631,237.470,-0.478,437.455,427.978
2744,1,0,326.250,326.250,427.500,330.939,246.265,-0.462,435.398,427.962
2745,1,0,348.750,326.250,427.500,350.393,248.510,-0.489,434.995,427.989
2746,1,0,371.250,326.250,427.500,377.926,235.515,-0.500,437.563,428.000
2747,1,0,393.750,326.250,427.500,403.348,235.381,-0.013,437.169,427.513
2748,1,0,416.250,326.250,427.500,413.276,271.241,5.981,425.104,421.519
2749,1,0,438.750,326.250,427.500,442.558,253.383,-0.477,434.152,427.977
2750,1,0,461.250,326.250,427.500,421.037,202.862,-0.494,447.236,427.994
2751,1,0,483.750,326.250,427.500,519.571,220.736,-0.409,442.179,427.909
2752,1,0,506.250,326.250,427.500,512.839,287.361,5.977,423.365,421.523
2753,1,0,528.750,326.250,427.500,576.030,258.754,-0.467,435.829,427.967
2754,1,0,551.250,326.250,427.500,547.764,240.390,-0.467,436.508,427.967
2755,1,0,573.750,326.250,427.500,588.839,216.735,-0.479,442.027,427.979
2756,1,0,596.250,326.250,427.500,580.433,239.492,6.033,430.595,421.467
2757,1,0,618.750,326.250,427.500,618.727,391.707,-0.500,432.977,428.000
2758,1,0,641.250,326.250,427.500,697.776,460.527,-0.488,452.106,427.988
2759,1,0,0.000,326.250,435.000,57.125,231.985,16.276,432.989,418.724
2760,1,0,22.500,326.250,435.000,73.437,199.232,21.022,436.012,413.978
2761,1,0,45.000,326.250,435.000,42.989,208.989,9.763,441.113,425.237
2762,1,0,67.500,326.250,435.000,89.626,232.439,7.008,438.711,427.992
2763,1,0,90.000,326.250,435.000,105.484,233.667,15.006,430.356,419.994
2764,1,0,112.500,326.250,435.000,135.761,248.063,5.617,437.063,429.383
2765,1,0,135.000,326.250,435.000,137.317,221.075,6.044,441.668,428.956
2766,1,0,157.500,326.250,435.000,177.510,221.571,9.733,438.418,425.267
2767,1,0,180.000,326.250,435.000,180.834,233.053,9.779,435.315,425.221
2768,1,0,202.500,326.250,435.000,204.550,222.811,-0.489,447.610,435.489
2769,1,0,225.000,326.250,435.000,256.558,152.282,-0.493,470.016,435.493
2770,1,0,247.500,326.250,435.000,258.800,215.031,9.763,439.686,425.237
2771,1,0,270.000,326.250,435.000,295.228,173.376,6.009,456.114,428.991
2772,1,0,292.500,326.250,435.000,321.809,212.059,9.112,441.904,425.888
2773,1,0,315.000,326.250,435.000,344.506,217.386,6.622,442.979,428.378
2774,1,0,337.500,326.250,435.000,379.514,168.756,6.008,458.916,428.992
2775,1,0,360.000,326.250,435.000,367.494,220.303,-0.505,448.270,435.505
2776,1,0,382.500,326.250,435.000,396.634,211.343,-0.505,450.631,435.505
2777,1,0,405.000,326.250,435.000,420.861,248.037,-0.515,442.766,435.515
2778,1,0,427.500,326.250,435.000,433.257,221.553,2.680,444.854,432.320
2779,1,0,450.000,326.250,435.000,450.990,251.099,6.008,435.526,428.992
2780,1,0,472.500,326.250,435.000,460.688,227.489,-0.493,446.708,435.493
2781,1,0,495.000,326.250,435.000,517.538,256.975,-0.478,441.529,435.478
2782,1,0,517.500,326.250,435.000,529.235,276.274,-0.641,438.655,435.641
2783,1,0,540.000,326.250,435.000,543.206,249.838,6.039,435.725,428.961
2784,1,0,562.500,326.250,435.000,559.415,218.050,6.021,442.424,428.979
2785,1,0,585.000,326.250,435.000,582.072,233.936,-0.483,445.170,435.483
2786,1,0,607.500,326.250,435.000,615.747,257.504,-0.416,440.886,435.416
2787,1,0,630.000,326.250,435.000,689.100,387.458,6.008,437.348,428.992
2788,1,0,0.000,326.250,442.500,20.415,249.180,9.763,440.021,432.737
2789,1,0,11.250,326.250,442.500,33.345,280.738,12.540,432.927,429.960
2790,1,0,33.750,326.250,442.500,117.223,240.982,21.022,438.044,421.478
2791,1,0,56.250,326.250,442.500,86.330,237.363,-0.484,452.814,442.984
2792,1,0,78.750,326.250,442.500,97.628,165.230,-0.493,471.727,442.993
2793,1,0,101.250,326.250,442.500,122.871,274.435,-0.464,446.508,442.964
2794,1,0,123.750,326.250,442.500,140.816,251.730,12.478,436.764,430.022
2795,1,0,146.250,326.250,442.500,160.957,255.130,-0.540,448.953,443.040
2796,1,0,168.750,326.250,442.500,184.507,225.851,-0.516,454.523,443.016
2797,1,0,191.250,326.250,442.500,226.890,241.544,9.758,442.392,432.742
2798,1,0,213.750,326.250,442.500,222.317,277.122,16.297,429.111,426.203
2799,1,0,236.250,326.250,442.500,233.743,181.931,6.008,459.738,436.492
2800,1,0,258.750,326.250,442.500,259.760,232.788,11.624,440.897,430.876
2801,1,0,281.250,326.250,442.500,289.012,234.966,7.208,444.828,435.292
2802,1,0,303.750,326.250,442.500,311.750,249.489,-0.492,449.665,442.992
2803,1,0,326.250,326.250,442.500,338.472,257.835,6.006,441.992,436.494
2804,1,0,348.750,326.250,442.500,362.013,242.962,6.012,444.561,436.488
2805,1,0,371.250,326.250,442.500,384.891,239.971,8.974,442.239,433.526
2806,1,0,393.750,326.250,442.500,424.437,271.795,7.183,439.781,435.317
2807,1,0,416.250,326.250,442.500,451.716,292.862,-0.496,445.666,442.996
2808,1,0,438.750,326.250,442.500,419.042,325.719,6.023,436.922,436.477
2809,1,0,461.250,326.250,442.500,452.429,260.009,-0.479,447.991,442.979
2810,1,0,483.750,326.250,442.500,490.730,218.180,3.764,451.904,438.736
2811,1,0,506.250,326.250,442.500,532.834,274.539,5.910,440.444,436.590
2812,1,0,528.750,326.250,442.500,551.235,263.597,9.761,437.829,432.739
2813,1,0,551.250,326.250,442.500,551.786,306.120,9.763,433.205,432.737
2814,1,0,573.750,326.250,442.500,559.987,295.905,9.768,434.013,432.732
2815,1,0,596.250,326.250,442.500,606.741,223.012,1.502,453.043,440.998
2816,1,0,618.750,326.250,442.500,614.093,244.883,4.481,445.536,438.019
2817,1,0,641.250,326.250,442.500,719.067,391.977,-0.494,454.554,442.994
2818,1,0,0.000,326.250,450.000,5.689,329.774,291.474,158.668,158.526
2819,1,0,22.500,326.250,450.000,81.718,216.264,-0.492,467.490,450.492
2820,1,0,45.000,326.250,450.000,87.229,220.608,15.260,449.380,434.740
2821,1,0,67.500,326.250,450.000,80.398,270.290,9.153,444.571,440.847
2822,1,0,90.000,326.250,450.000,175.443,293.348,-0.486,459.696,450.486
2823,1,0,112.500,326.250,450.000,133.281,272.931,9.763,443.941,440.237
2824,1,0,135.000,326.250,450.000,150.662,222.045,6.002,456.332,443.998
2825,1,0,157.500,326.250,450.000,182.752,165.520,-0.490,478.971,450.490
2826,1,0,180.000,326.250,450.000,190.128,246.156,6.055,451.226,443.945
2827,1,0,202.500,326.250,450.000,236.687,252.829,20.300,437.266,429.700
2828,1,0,225.000,326.250,450.000,107.692,284.290,-0.450,467.362,450.450
2829,1,0,247.500,326.250,450.000,224.755,313.528,10.388,440.384,439.612
2830,1,0,270.000,326.250,450.000,311.279,262.093,-0.471,456.886,450.471
2831,1,0,292.500,326.250,450.000,301.021,290.063,-0.488,452.020,450.488
2832,1,0,315.000,326.250,450.000,312.011,298.838,6.007,444.849,443.993
2833,1,0,337.500,326.250,450.000,420.788,303.053,-0.493,458.715,450.493
2834,1,0,360.000,326.250,450.000,338.688,212.415,17.912,447.340,432.088
2835,1,0,382.500,326.250,450.000,431.775,244.819,21.606,438.840,428.394
2836,1,0,405.000,326.250,450.000,347.397,326.058,12.485,441.291,437.515
2837,1,0,427.500,326.250,450.000,423.453,307.057,6.008,444.425,443.992
2838,1,0,450.000,326.250,450.000,451.950,308.799,-0.493,450.836,450.493
2839,1,0,472.500,326.250,450.000,485.377,289.113,6.007,445.729,443.993
2840,1,0,495.000,326.250,450.000,534.888,305.801,14.274,438.026,435.726
2841,1,0,517.500,326.250,450.000,519.846,314.440,6.088,444.075,443.912
2842,1,0,540.000,326.250,450.000,587.988,308.251,11.603,441.383,438.397
2843,1,0,562.500,326.250,450.000,489.964,69.645,-0.494,523.500,450.494
2844,1,0,585.000,326.250,450.000,511.979,245.669,-0.263,463.208,450.263
2845,1,0,607.500,326.250,450.000,611.233,229.321,12.843,447.790,437.157
2846,1,0,630.000,326.250,450.000,733.718,379.093,-0.493,465.289,450.493
2847,1,0,0.000,326.250,457.500,-12.976,336.442,-0.496,458.293,457.996
2848,1,0,11.250,326.250,457.500,0.522,338.382,7.759,450.033,449.741
2849,1,0,33.750,326.250,457.500,71.090,406.743,21.265,445.168,436.235
2850,1,0,56.250,326.250,457.500,68.264,375.001,9.720,450.586,447.780
2851,1,0,78.750,326.250,457.500,80.787,311.792,-0.500,458.232,458.000
2852,1,0,101.250,326.250,457.500,51.064,273.879,16.858,446.573,440.642
2853,1,0,123.750,326.250,457.500,106.983,251.282,6.289,457.704,451.211
2854,1,0,146.250,326.250,457.500,185.160,279.235,25.687,436.104,431.813
2855,1,0,168.750,326.250,457.500,176.752,341.189,289.543,168.810,167.957
2856,1,0,191.250,326.250,457.500,216.188,419.851,6.008,461.766,451.492
2857,1,0,213.750,326.250,457.500,196.009,491.982,18.505,469.573,438.995
2858,1,0,236.250,326.250,457.500,249.118,392.028,9.355,453.129,448.145
2859,1,0,258.750,326.250,457.500,239.387,180.348,-0.488,481.057,457.988
2860,1,0,281.250,326.250,457.500,303.277,261.472,-0.484,463.067,457.984
2861,1,0,303.750,326.250,457.500,354.018,245.733,10.199,457.262,447.301
2862,1,0,326.250,326.250,457.500,295.660,272.020,-0.479,462.192,457.979
2863,1,0,348.750,326.250,457.500,370.250,379.206,18.058,443.143,439.442
2864,1,0,371.250,326.250,457.500,419.100,406.969,13.061,454.237,444.439
2865,1,0,393.750,326.250,457.500,427.488,336.516,14.009,444.891,443.491
2866,1,0,416.250,326.250,457.500,418.713,375.301,-0.494,460.619,457.994
2867,1,0,438.750,326.250,457.500,425.494,272.942,-0.500,461.283,458.000
2868,1,0,461.250,326.250,457.500,350.122,149.651,9.763,493.969,447.737
2869,1,0,483.750,326.250,457.500,460.123,190.803,-0.495,478.188,457.995
2870,1,0,506.250,326.250,457.500,551.937,260.604,2.008,462.461,455.492
2871,1,0,528.750,326.250,457.500,514.870,264.725,12.982,448.970,444.518
2872,1,0,551.250,326.250,457.500,586.404,259.547,19.152,444.785,438.348
2873,1,0,573.750,326.250,457.500,596.206,292.784,3.358,455.927,454.142
2874,1,0,596.250,326.250,457.500,587.625,320.381,276.515,181.285,180.985
2875,1,0,618.750,326.250,457.500,588.929,454.815,-0.514,476.650,458.014
2876,1,0,641.250,326.250,457.500,818.103,458.216,9.763,499.160,447.737
2877,1,0,0.000,326.250,465.000,16.379,465.794,13.516,472.841,451.484
2878,1,0,45.000,326.250,465.000,76.016,513.389,18.946,484.713,446.054
2879,1,0,90.000,326.250,465.000,70.000,448.001,-0.483,481.557,465.483
2880,1,0,135.000,326.250,465.000,156.036,441.448,-0.486,479.990,465.486
2881,1,0,180.000,326.250,465.000,180.952,429.157,14.791,461.821,450.209
2882,1,0,225.000,326.250,465.000,240.271,436.080,-0.468,478.494,465.468
2883,1,0,270.000,326.250,465.000,280.322,485.043,11.900,480.231,453.100
2884,1,0,315.000,326.250,465.000,329.600,421.849,-0.483,475.422,465.483
2885,1,0,360.000,326.250,465.000,397.578,389.916,-0.467,471.301,465.467
2886,1,0,405.000,326.250,465.000,468.100,452.665,5.225,480.994,459.775
2887,1,0,450.000,326.250,465.000,476.227,475.909,-0.460,489.632,465.460
2888,1,0,495.000,326.250,465.000,543.334,415.549,11.201,465.020,453.799
2889,1,0,540.000,326.250,465.000,520.312,336.926,-0.486,466.025,465.486
2890,1,0,585.000,326.250,465.000,628.175,446.571,8.509,474.052,456.491
2891,1,0,630.000,326.250,465.000,723.772,466.607,13.518,482.006,451.482
2892,0,0,0.000,11.250,-0.000,0.000,11.250,-0.000,0.000,0.000
2893,0,0,0.000,56.250,-0.000,0.000,56.250,-0.000,0.000,0.000
2894,0,0,0.000,101.250,-0.000,0.000,101.250,-0.000,0.000,0.000
2895,0,0,0.000,146.250,-0.000,0.000,146.250,-0.000,0.000,0.000
2896,0,0,0.000,191.250,-0.000,0.000,191.250,-0.000,0.000,0.000
2897,0,0,0.000,236.250,-0.000,0.000,236.250,-0.000,0.000,0.000
2898,0,0,0.000,281.250,-0.000,0.000,281.250,-0.000,0.000,0.000
2899,0,0,0.000,11.250,15.000,0.000,11.250,15.000,0.000,0.000
2900,0,0,0.000,33.750,15.000,0.000,33.750,15.000,0.000,0.000
2901,0,0,0.000,56.250,15.000,0.000,56.250,15.000,0.000,0.000
2902,0,0,0.000,78.750,15.000,0.000,78.750,15.000,0.000,0.000
2903,0,0,0.000,101.250,15.000,0.000,101.250,15.000,0.000,0.000
2904,0,0,0.000,123.750,15.000,0.000,123.750,15.000,0.000,0.000
2905,0,0,0.000,146.250,15.000,0.000,146.250,15.000,0.000,0.000
2906,0,0,0.000,168.750,15.000,0.000,168.750,15.000,0.000,0.000
2907,0,0,0.000,191.250,15.000,0.000,191.250,15.000,0.000,0.000
2908,0,0,0.000,213.750,15.000,0.000,213.750,15.000,0.000,0.000
2909,0,0,0.000,236.250,15.000,0.000,236.250,15.000,0.000,0.000
2910,0,0,0.000,258.750,15.000,0.000,258.750,15.000,0.000,0.000
2911,0,0,0.000,281.250,15.000,0.000,281.250,15.000,0.000,0.000
2912,0,0,0.000,303.750,15.000,0.000,303.750,15.000,0.000,0.000
2913,0,0,0.000,11.250,22.500,0.000,11.250,22.500,0.000,0.000
2914,0,0,0.000,22.500,22.500,0.000,22.500,22.500,0.000,0.000
2915,0,0,0.000,45.000,22.500,0.000,45.000,22.500,0.000,0.000
2916,0,0,0.000,67.500,22.500,0.000,67.500,22.500,0.000,0.000
2917,0,0,0.000,90.000,22.500,0.000,90.000,22.500,0.000,0.000
2918,0,0,0.000,112.500,22.500,0.000,112.500,22.500,0.000,0.000
2919,0,0,0.000,135.000,22.500,0.000,135.000,22.500,0.000,0.000
2920,0,0,0.000,157.500,22.500,0.000,157.500,22.500,0.000,0.000
2921,0,0,0.000,180.000,22.500,0.000,180.000,22.500,0.000,0.000
2922,0,0,0.000,202.500,22.500,0.000,202.500,22.500,0.000,0.000
2923,0,0,0.000,225.000,22.500,0.000,225.000,22.500,0.000,0.000
2924,0,0,0.000,247.500,22.500,0.000,247.500,22.500,0.000,0.000
2925,0,0,0.000,270.000,22.500,0.000,270.000,22.500,0.000,0.000
2926,0,0,0.000,292.500,22.500,0.000,292.500,22.500,0.000,0.000
2927,0,0,0.000,315.000,22.500,0.000,315.000,22.500,0.000,0.000
2928,0,0,0.000,11.250,30.000,0.000,11.250,30.000,0.000,0.000
2929,0,0,0.000,33.750,30.000,0.000,33.750,30.000,0.000,0.000
2930,0,0,0.000,56.250,30.000,0.000,56.250,30.000,0.000,0.000
2931,0,0,0.000,78.750,30.000,0.000,78.750,30.000,0.000,0.000
2932,0,0,0.000,101.250,30.000,0.000,101.250,30.000,0.000,0.000
2933,0,0,0.000,123.750,30.000,0.000,123.750,30.000,0.000,0.000
2934,0,0,0.000,146.250,30.000,0.000,146.250,30.000,0.000,0.000
2935,0,0,0.000,168.750,30.000,0.000,168.750,30.000,0.000,0.000
2936,0,0,0.000,191.250,30.000,0.000,191.250,30.000,0.000,0.000
2937,0,0,0.000,213.750,30.000,0.000,213.750,30.000,0.000,0.000
2938,0,0,0.000,236.250,30.000,0.000,236.250,30.000,0.000,0.000
2939,0,0,0.000,258.750,30.000,0.000,258.750,30.000,0.000,0.000
2940,0,0,0.000,281.250,30.000,0.000,281.250,30.000,0.000,0.000
2941,0,0,0.000,303.750,30.000,0.000,303.750,30.000,0.000,0.000
2942,0,0,0.000,11.250,37.500,0.000,11.250,37.500,0.000,0.000
2943,0,0,0.000,22.500,37.500,0.000,22.500,37.500,0.000,0.000
2944,0,0,0.000,45.000,37.500,0.000,45.000,37.500,0.000,0.000
2945,0,0,0.000,67.500,37.500,0.000,67.500,37.500,0.000,0.000
2946,0,0,0.000,90.000,37.500,0.000,90.000,37.500,0.000,0.000
2947,0,0,0.000,112.500,37.500,0.000,112.500,37.500,0.000,0.000
2948,0,0,0.000,135.000,37.500,0.000,135.000,37.500,0.000,0.000
2949,0,0,0.000,157.500,37.500,0.000,157.500,37.500,0.000,0.000
2950,0,0,0.000,180.000,37.500,0.000,180.000,37.500,0.000,0.000
2951,0,0,0.000,202.500,37.500,0.000,202.500,37.500,0.000,0.000
2952,0,0,0.000,225.000,37.500,0.000,225.000,37.500,0.000,0.000
2953,0,0,0.000,247.500,37.500,0.000,247.500,37.500,0.000,0.000
2954,0,0,0.000,270.000,37.500,0.000,270.000,37.500,0.000,0.000
2955,0,0,0.000,292.500,37.500,0.000,292.500,37.500,0.000,0.000
2956,0,0,0.000,315.000,37.500,0.000,315.000,37.500,0.000,0.000
2957,0,0,0.000,11.250,45.000,0.000,11.250,45.000,0.000,0.000
2958,0,0,0.000,33.750,45.000,0.000,33.750,45.000,0.000,0.000
2959,0,0,0.000,56.250,45.000,0.000,56.250,45.000,0.000,0.000
2960,0,0,0.000,78.750,45.000,0.000,78.750,45.000,0.000,0.000
2961,0,0,0.000,101.250,45.000,0.000,101.250,45.000,0.000,0.000
2962,0,0,0.000,123.750,45.000,0.000,123.750,45.000,0.000,0.000
2963,0,0,0.000,146.250,45.000,0.000,146.250,45.000,0.000,0.000
2964,0,0,0.000,168.750,45.000,0.000,168.750,45.000,0.000,0.000
2965,0,0,0.000,191.250,45.000,0.000,191.250,45.000,0.000,0.000
2966,0,0,0.000,213.750,45.000,0.000,213.750,45.000,0.000,0.000
2967,0,0,0.000,236.250,45.000,0.000,236.250,45.000,0.000,0.000
2968,0,0,0.000,258.750,45.000,0.000,258.750,45.000,0.000,0.000
2969,0,0,0.000,281.250,45.000,0.000,281.250,45.000,0.000,0.000
2970,0,0,0.000,303.750,45.000,0.000,303.750,45.000,0.000,0.000
2971,0,0,0.000,11.250,52.500,0.000,11.250,52.500,0.000,0.000
2972,0,0,0.000,22.500,52.500,0.000,22.500,52.500,0.000,0.000
2973,0,0,0.000,45.000,52.500,0.000,45.000,52.500,0.000,0.000
2974,0,0,0.000,135.000,52.500,0.000,135.000,52.500,0.000,0.000
2975,0,0,0.000,157.500,52.500,0.000,157.500,52.500,0.000,0.000
2976,0,0,0.000,180.000,52.500,0.000,180.000,52.500,0.000,0.000
2977,0,0,0.000,270.000,52.500,0.000,270.000,52.500,0.000,0.000
2978,0,0,0.000,292.500,52.500,0.000,292.500,52.500,0.000,0.000
2979,0,0,0.000,315.000,52.500,0.000,315.000,52.500,0.000,0.000
2980,0,0,0.000,67.500,52.500,0.000,67.500,52.500,0.000,0.000
2981,0,0,0.000,202.500,52.500,0.000,202.500,52.500,0.000,0.000
2982,0,0,0.000,11.250,60.000,0.000,11.250,60.000,0.000,0.000
2983,0,0,0.000,33.750,60.000,0.000,33.750,60.000,0.000,0.000
2984,0,0,0.000,56.250,60.000,0.000,56.250,60.000,0.000,0.000
2985,0,0,0.000,123.750,60.000,0.000,123.750,60.000,0.000,0.000
2986,0,0,0.000,146.250,60.000,0.000,146.250,60.000,0.000,0.000
2987,0,0,0.000,168.750,60.000,0.000,168.750,60.000,0.000,0.000
2988,0,0,0.000,191.250,60.000,0.000,191.250,60.000,0.000,0.000
2989,0,0,0.000,258.750,60.000,0.000,258.750,60.000,0.000,0.000
2990,0,0,0.000,281.250,60.000,0.000,281.250,60.000,0.000,0.000
2991,0,0,0.000,303.750,60.000,0.000,303.750,60.000,0.000,0.000
2992,0,0,0.000,11.250,67.500,0.000,11.250,67.500,0.000,0.000
2993,0,0,0.000,22.500,67.500,0.000,22.500,67.500,0.000,0.000
2994,0,0,0.000,45.000,67.500,0.000,45.000,67.500,0.000,0.000
