frame,secondsSinceCut,released,moving,maxDropCm,meanDropCm,maxDisplacementCm,belowGround,realMsSinceLastFrame
350,5.8167,1436,12,465.488,356.107,733.881,0,26.61
351,5.8333,1436,12,465.489,356.107,733.881,0,26.67
352,5.8500,1436,15,465.492,356.107,733.881,0,25.82
353,5.8667,1436,14,465.489,356.107,733.881,0,25.83
354,5.8833,1436,10,465.493,356.107,733.881,0,26.54
355,5.9000,1436,12,465.494,356.108,733.881,0,31.10
356,5.9167,1436,11,465.486,356.108,733.881,0,26.11
357,5.9333,1436,12,465.489,356.107,733.881,0,25.67
358,5.9500,1436,14,465.487,356.107,733.881,0,26.08
359,5.9667,1436,11,465.491,356.107,733.881,0,27.64
360,5.9833,1436,9,465.487,356.107,733.881,0,26.44
361,6.0000,1436,9,465.488,356.107,733.881,0,27.33
362,6.0167,1436,11,465.489,356.107,733.881,0,25.37
363,6.0333,1436,9,465.490,356.107,733.881,0,25.68
364,6.0500,1436,10,465.486,356.107,733.881,0,26.22
365,6.0667,1436,11,465.492,356.107,733.881,0,26.68
366,6.0833,1436,10,465.490,356.108,733.881,0,26.05
367,6.1000,1436,9,465.487,356.108,733.881,0,28.32
368,6.1167,1436,13,465.489,356.108,733.881,0,26.21
369,6.1333,1436,12,465.489,356.107,733.881,0,25.25
370,6.1500,1436,10,465.492,356.108,733.881,0,28.29
371,6.1667,1436,16,465.487,356.108,733.881,0,29.38
372,6.1833,1436,11,465.492,356.108,733.881,0,26.71
373,6.2000,1436,17,465.494,356.108,733.881,0,28.78
374,6.2167,1436,14,465.487,356.107,733.881,0,26.54
375,6.2333,1436,10,465.489,356.108,733.881,0,26.86
376,6.2500,1436,11,465.487,356.108,733.881,0,30.97
377,6.2667,1436,13,465.488,356.108,733.881,0,28.98
378,6.2833,1436,13,465.490,356.108,733.881,0,26.27
379,6.3000,1436,11,465.488,356.108,733.881,0,27.77
380,6.3167,1436,15,465.488,356.108,733.881,0,24.86
381,6.3333,1436,9,465.492,356.108,733.881,0,27.33
382,6.3500,1436,8,465.486,356.108,733.881,0,31.04
383,6.3667,1436,11,465.487,356.108,733.881,0,26.22
384,6.3833,1436,15,465.493,356.108,733.881,0,27.00
385,6.4000,1436,11,465.491,356.108,733.881,0,29.82
386,6.4167,1436,15,465.488,356.108,733.881,0,25.54
387,6.4333,1436,13,465.487,356.108,733.881,0,25.63
388,6.4500,1436,12,465.488,356.108,733.881,0,25.37
389,6.4667,1436,12,465.488,356.108,733.881,0,25.75
390,6.4833,1436,9,465.488,356.108,733.881,0,25.04
391,6.5000,1436,12,465.488,356.108,733.881,0,27.60
392,6.5167,1436,13,465.488,356.108,733.881,0,24.72
393,6.5333,1436,11,465.489,356.108,733.881,0,25.41
394,6.5500,1436,9,465.487,356.108,733.881,0,25.20
395,6.5667,1436,8,465.492,356.108,733.881,0,27.21
396,6.5833,1436,7,465.491,356.108,733.881,0,25.43
397,6.6000,1436,8,465.493,356.108,733.881,0,28.14
398,6.6167,1436,9,465.491,356.108,733.881,0,25.04
399,6.6333,1436,10,465.488,356.108,733.881,0,25.83
400,6.6500,1436,13,465.490,356.108,733.881,0,24.76
401,6.6667,1436,8,465.489,356.108,733.881,0,26.13
402,6.6833,1436,11,465.487,356.108,733.881,0,25.34
403,6.7000,1436,9,465.492,356.108,733.881,0,27.84
404,6.7167,1436,8,465.487,356.108,733.881,0,25.27
405,6.7333,1436,12,465.494,356.108,733.881,0,25.23
406,6.7500,1436,11,465.490,356.108,733.881,0,25.76
407,6.7667,1436,9,465.488,356.108,733.881,0,24.40
408,6.7833,1436,11,465.488,356.108,733.881,0,26.27
409,6.8000,1436,7,465.488,356.108,733.881,0,27.18
410,6.8167,1436,8,465.487,356.108,733.881,0,25.16
411,6.8333,1436,6,465.489,356.108,733.881,0,24.75
412,6.8500,1436,11,465.491,356.108,733.881,0,25.17
413,6.8667,1436,11,465.487,356.108,733.881,0,25.37
414,6.8833,1436,11,465.494,356.108,733.881,0,26.23
415,6.9000,1436,9,465.488,356.108,733.881,0,28.07
416,6.9167,1436,9,465.489,356.108,733.881,0,24.95
417,6.9333,1436,12,465.488,356.108,733.881,0,25.24
418,6.9500,1436,10,465.489,356.108,733.881,0,24.95
419,6.9667,1436,9,465.488,356.108,733.881,0,24.84
420,6.9833,1436,6,465.489,356.108,733.881,0,26.43
421,7.0000,1436,9,465.487,356.108,733.881,0,28.39
422,7.0167,1436,10,465.488,356.108,733.881,0,25.98
423,7.0333,1436,9,465.488,356.108,733.881,0,24.95
424,7.0500,1436,8,465.490,356.108,733.881,0,26.15
425,7.0667,1436,14,465.488,356.108,733.881,0,25.36
426,7.0833,1436,9,465.488,356.108,733.881,0,24.78
427,7.1000,1436,12,465.488,356.108,733.881,0,27.76
428,7.1167,1436,8,465.487,356.108,733.881,0,25.28
429,7.1333,1436,8,465.488,356.108,733.881,0,25.07
430,7.1500,1436,8,465.490,356.108,733.881,0,24.99
431,7.1667,1436,10,465.488,356.108,733.881,0,24.98
432,7.1833,1436,15,465.487,356.108,733.881,0,25.36
433,7.2000,1436,8,465.490,356.108,733.881,0,30.99
434,7.2167,1436,10,465.487,356.108,733.881,0,24.73
435,7.2333,1436,13,465.488,356.108,733.881,0,25.03
436,7.2500,1436,9,465.492,356.108,733.881,0,24.36
437,7.2667,1436,10,465.488,356.108,733.881,0,25.27
438,7.2833,1436,9,465.487,356.108,733.881,0,25.48
439,7.3000,1436,9,465.491,356.108,733.881,0,27.92
440,7.3167,1436,14,465.490,356.108,733.881,0,25.20
441,7.3333,1436,11,465.491,356.108,733.881,0,25.22
442,7.3500,1436,11,465.493,356.108,733.881,0,24.97
443,7.3667,1436,6,465.487,356.108,733.881,0,24.95
444,7.3833,1436,11,465.489,356.108,733.881,0,25.20
445,7.4000,1436,9,465.489,356.108,733.881,0,27.32
446,7.4167,1436,9,465.489,356.108,733.881,0,25.40
447,7.4333,1436,12,465.489,356.108,733.881,0,25.73
448,7.4500,1436,10,465.490,356.108,733.881,0,26.88
449,7.4667,1436,10,465.489,356.108,733.881,0,24.69
450,7.4833,1436,8,465.489,356.108,733.881,0,25.93
451,7.5000,1436,12,465.489,356.108,733.881,0,33.21
452,7.5167,1436,9,465.488,356.108,733.881,0,30.37
453,7.5333,1436,10,465.488,356.108,733.881,0,36.76
